"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","11/232","145/7371",0.00588569922814274,0.0541912517584522,0.0477190172366937,"403310/100126126/560561/567212/568512/565158/100329748/170581/557499/559964/562422",11
"dre04814","dre04814","Motor proteins - Danio rerio (zebrafish)","16/232","254/7371",0.00625283674135987,0.0541912517584522,0.0477190172366937,"100334507/570502/100884147/795537/334108/569545/562188/566766/566034/335340/100329748/562676/554168/566674/108190403/799274",16
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","11/232","151/7371",0.00792681626664097,0.0634145301331278,0.0558407299755275,"798222/100005268/562585/245701/569499/557026/100330483/100009657/567611/245702/562619",11
"dre04141","dre04141","Protein processing in endoplasmic reticulum - Danio rerio (zebrafish)","13/232","202/7371",0.0111364941043085,0.0827282419177204,0.0728477433890858,"323922/560913/266638/562935/557824/565155/541528/100126123/30671/556237/560210/798846/100001914",13
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","16/232","278/7371",0.0141900669090427,0.0983844639026958,0.0866340927078394,"100536533/561737/386966/100535278/564005/100536197/245701/404211/369191/554230/321243/492576/245702/565130/558635/100331333",16
"dre04540","dre04540","Gap junction - Danio rerio (zebrafish)","9/232","132/7371",0.0231105526659921,0.150218592328949,0.132277505390876,"100332913/562585/569499/493613/557026/558321/567611/562619/568126",9
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","7/232","105/7371",0.0471825870824432,0.288646415092593,0.254172450537,"100536533/100535278/564005/369191/321243/565429/100331333",7
"dre04012","dre04012","ErbB signaling pathway - Danio rerio (zebrafish)","7/232","111/7371",0.0602907442432523,0.348346522294347,0.306742382991985,"560913/798222/561737/386966/100536197/404211/569836",7
"dre00561","dre00561","Glycerolipid metabolism - Danio rerio (zebrafish)","5/232","73/7371",0.0792921653113952,0.412319259619255,0.36307465168902,"565316/565117/447920/100137124/567728",5
"dre03250","dre03250","Viral life cycle - HIV-1 - Danio rerio (zebrafish)","5/232","73/7371",0.0792921653113952,0.412319259619255,0.36307465168902,"561067/563942/334465/797545/100330881",5
"dre00562","dre00562","Inositol phosphate metabolism - Danio rerio (zebrafish)","6/232","97/7371",0.084748482921215,0.419706772562208,0.369579850333118,"556956/337236/561737/555920/563019/100317089",6
"dre04150","dre04150","mTOR signaling pathway - Danio rerio (zebrafish)","10/232","208/7371",0.120119636520543,0.563116501375061,0.495861696554963,"561737/562032/245701/446167/404211/572074/245700/100009657/245702/563560",10
"dre04330","dre04330","Notch signaling pathway - Danio rerio (zebrafish)","5/232","84/7371",0.124535380111792,0.563116501375061,0.495861696554963,"100037355/566455/563942/557340/100330031",5
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","14/232","321/7371",0.134779009850639,0.584042376019437,0.51428832706165,"100536533/565771/561737/791177/100536197/555920/404211/393611/352938/554168/492576/565130/560305/100331333",14
"dre01210","dre01210","2-Oxocarboxylic acid metabolism - Danio rerio (zebrafish)","2/232","23/7371",0.162386018889677,0.675525838581058,0.594845627090608,"557979/568448",2
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","9/232","201/7371",0.182440861737179,0.729763446948717,0.642605464418404,"561737/403310/768182/557551/562585/569156/404211/792928/567611",9
"dre04910","dre04910","Insulin signaling pathway - Danio rerio (zebrafish)","8/232","180/7371",0.206400065953534,0.795022476265464,0.700070399140641,"561737/559001/404211/572074/245700/553418/563560/558635",8
"dre04068","dre04068","FoxO signaling pathway - Danio rerio (zebrafish)","8/232","182/7371",0.214699993502911,0.797457118725097,0.702214264464407,"561737/245701/404211/572074/245700/792928/245702/563560",8
"dre04120","dre04120","Ubiquitin mediated proteolysis - Danio rerio (zebrafish)","7/232","162/7371",0.24866506518625,0.828036477588244,0.729141432694102,"565844/557513/562982/557472/100330031/100001914/100330952",7
"dre04370","dre04370","VEGF signaling pathway - Danio rerio (zebrafish)","4/232","81/7371",0.250871199965919,0.828036477588244,0.729141432694102,"561737/404211/554230/565130",4
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","10/232","248/7371",0.254656425521914,0.828036477588244,0.729141432694102,"560912/560913/497638/403310/386966/100536545/571897/572074/554168/100535324",10
"dre00220","dre00220","Arginine biosynthesis - Danio rerio (zebrafish)","2/232","31/7371",0.255087725347566,0.828036477588244,0.729141432694102,"564147/60658",2
"dre00230","dre00230","Purine metabolism - Danio rerio (zebrafish)","7/232","166/7371",0.268028801324319,0.828036477588244,0.729141432694102,"394077/333997/569499/557026/571011/100005054/562619",7
"dre00470","dre00470","D-Amino acid metabolism - Danio rerio (zebrafish)","1/232","10/7371",0.273854802798838,0.828036477588244,0.729141432694102,"564147",1
"dre00534","dre00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Danio rerio (zebrafish)","2/232","33/7371",0.278666122265275,0.828036477588244,0.729141432694102,"497280/560951",2
"dre00052","dre00052","Galactose metabolism - Danio rerio (zebrafish)","2/232","34/7371",0.290442125247337,0.839055028492307,0.738844002822173,"100148922/570106",2
"dre00510","dre00510","N-Glycan biosynthesis - Danio rerio (zebrafish)","3/232","63/7371",0.318539971860437,0.860452140288215,0.757685589120189,"100333333/799960/556237",3
"dre03266","dre03266","Virion - Herpesvirus - Danio rerio (zebrafish)","1/232","12/7371",0.318908997807961,0.860452140288215,0.757685589120189,"557061",1
"dre04520","dre04520","Adherens junction - Danio rerio (zebrafish)","6/232","148/7371",0.322669552608081,0.860452140288215,0.757685589120189,"386966/791177/245701/245700/792928/245702",6
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","7/232","183/7371",0.353991002707664,0.90718914507368,0.798840643941399,"30491/100536533/100538038/492695/494477/100004793/60658",7
"dre04920","dre04920","Adipocytokine signaling pathway - Danio rerio (zebrafish)","4/232","96/7371",0.357641874500201,0.90718914507368,0.798840643941399,"572074/100333227/553418/563560",4
"dre04625","dre04625","C-type lectin receptor signaling pathway - Danio rerio (zebrafish)","5/232","129/7371",0.383148481174207,0.948748620050417,0.835436537898647,"561737/562585/404211/567611/563560",5
"dre04620","dre04620","Toll-like receptor signaling pathway - Danio rerio (zebrafish)","4/232","106/7371",0.429339854545758,0.975490170468352,0.858984259420512,"560913/561737/404211/563560",4
"dre04140","dre04140","Autophagy - animal - Danio rerio (zebrafish)","7/232","200/7371",0.44228739693617,0.975490170468352,0.858984259420512,"561737/245701/404211/571897/572074/567611/245702",7
"dre03082","dre03082","ATP-dependent chromatin remodeling - Danio rerio (zebrafish)","5/232","141/7371",0.458170416978923,0.975490170468352,0.858984259420512,"557263/796934/568230/562355/110440037",5
"dre04621","dre04621","NOD-like receptor signaling pathway - Danio rerio (zebrafish)","6/232","173/7371",0.463732036040791,0.975490170468352,0.858984259420512,"768182/562585/565155/567611/563560/799412",6
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","5/232","143/7371",0.470466912947513,0.975490170468352,0.858984259420512,"562935/100126123/30671/560210/798846",5
"dre04916","dre04916","Melanogenesis - Danio rerio (zebrafish)","5/232","147/7371",0.494790586871561,0.975490170468352,0.858984259420512,"798222/569499/557026/30256/562619",5
"dre00380","dre00380","Tryptophan metabolism - Danio rerio (zebrafish)","2/232","53/7371",0.50089869221982,0.975490170468352,0.858984259420512,"447920/557979",2
"dre00513","dre00513","Various types of N-glycan biosynthesis - Danio rerio (zebrafish)","2/232","53/7371",0.50089869221982,0.975490170468352,0.858984259420512,"100333333/556237",2
"dre00061","dre00061","Fatty acid biosynthesis - Danio rerio (zebrafish)","1/232","22/7371",0.505691387843912,0.975490170468352,0.858984259420512,"559001",1
"dre00100","dre00100","Steroid biosynthesis - Danio rerio (zebrafish)","1/232","22/7371",0.505691387843912,0.975490170468352,0.858984259420512,"565117",1
"dre00900","dre00900","Terpenoid backbone biosynthesis - Danio rerio (zebrafish)","1/232","22/7371",0.505691387843912,0.975490170468352,0.858984259420512,"550289",1
"dre00770","dre00770","Pantothenate and CoA biosynthesis - Danio rerio (zebrafish)","1/232","23/7371",0.521296177341832,0.975490170468352,0.858984259420512,"447920",1
"dre04350","dre04350","TGF-beta signaling pathway - Danio rerio (zebrafish)","5/232","153/7371",0.53047177579941,0.975490170468352,0.858984259420512,"494477/792928/562822/797559/555655",5
"dre00071","dre00071","Fatty acid degradation - Danio rerio (zebrafish)","2/232","56/7371",0.530485318019162,0.975490170468352,0.858984259420512,"447920/100333227",2
"dre00270","dre00270","Cysteine and methionine metabolism - Danio rerio (zebrafish)","2/232","59/7371",0.558862036842515,0.975490170468352,0.858984259420512,"553187/100005054",2
"dre00340","dre00340","Histidine metabolism - Danio rerio (zebrafish)","1/232","26/7371",0.565228078433306,0.975490170468352,0.858984259420512,"447920",1
"dre00520","dre00520","Amino sugar and nucleotide sugar metabolism - Danio rerio (zebrafish)","2/232","65/7371",0.611892538125318,0.975490170468352,0.858984259420512,"406323/322468",2
"dre00515","dre00515","Mannose type O-glycan biosynthesis - Danio rerio (zebrafish)","1/232","30/7371",0.617621074874238,0.975490170468352,0.858984259420512,"446213",1
"dre00532","dre00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Danio rerio (zebrafish)","1/232","30/7371",0.617621074874238,0.975490170468352,0.858984259420512,"560951",1
"dre00330","dre00330","Arginine and proline metabolism - Danio rerio (zebrafish)","2/232","68/7371",0.636534718080538,0.975490170468352,0.858984259420512,"447920/60658",2
"dre04340","dre04340","Hedgehog signaling pathway - Danio rerio (zebrafish)","2/232","69/7371",0.644472923265552,0.975490170468352,0.858984259420512,"553266/568184",2
"dre00030","dre00030","Pentose phosphate pathway - Danio rerio (zebrafish)","1/232","33/7371",0.652745385825327,0.975490170468352,0.858984259420512,"570106",1
"dre00020","dre00020","Citrate cycle (TCA cycle) - Danio rerio (zebrafish)","1/232","35/7371",0.674357497094189,0.975490170468352,0.858984259420512,"568448",1
"dre00600","dre00600","Sphingolipid metabolism - Danio rerio (zebrafish)","2/232","74/7371",0.682124977932626,0.975490170468352,0.858984259420512,"555411/568381",2
"dre00410","dre00410","beta-Alanine metabolism - Danio rerio (zebrafish)","1/232","36/7371",0.68465589685893,0.975490170468352,0.858984259420512,"447920",1
"dre00630","dre00630","Glyoxylate and dicarboxylate metabolism - Danio rerio (zebrafish)","1/232","37/7371",0.694629970741511,0.975490170468352,0.858984259420512,"568448",1
"dre00500","dre00500","Starch and sucrose metabolism - Danio rerio (zebrafish)","1/232","38/7371",0.704289889856315,0.975490170468352,0.858984259420512,"100148922",1
"dre01212","dre01212","Fatty acid metabolism - Danio rerio (zebrafish)","2/232","78/7371",0.709856475779868,0.975490170468352,0.858984259420512,"559001/100333227",2
"dre04060","dre04060","Cytokine-cytokine receptor interaction - Danio rerio (zebrafish)","6/232","224/7371",0.713770319098369,0.975490170468352,0.858984259420512,"792928/541493/562822/100001424/555655/796370",6
"dre00010","dre00010","Glycolysis / Gluconeogenesis - Danio rerio (zebrafish)","2/232","81/7371",0.729309651785891,0.975490170468352,0.858984259420512,"447920/570106",2
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","2/232","86/7371",0.759278738286644,0.975490170468352,0.858984259420512,"321035/570106",2
"dre00051","dre00051","Fructose and mannose metabolism - Danio rerio (zebrafish)","1/232","45/7371",0.763903087295591,0.975490170468352,0.858984259420512,"570106",1
"dre04672","dre04672","Intestinal immune network for IgA production - Danio rerio (zebrafish)","1/232","45/7371",0.763903087295591,0.975490170468352,0.858984259420512,"100331333",1
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","5/232","201/7371",0.764512785610008,0.975490170468352,0.858984259420512,"561737/562585/404211/567611/563560",5
"dre00260","dre00260","Glycine, serine and threonine metabolism - Danio rerio (zebrafish)","1/232","47/7371",0.77862075155285,0.975490170468352,0.858984259420512,"558601",1
"dre03083","dre03083","Polycomb repressive complex - Danio rerio (zebrafish)","2/232","90/7371",0.781154811295424,0.975490170468352,0.858984259420512,"100150267/100001914",2
"dre00250","dre00250","Alanine, aspartate and glutamate metabolism - Danio rerio (zebrafish)","1/232","48/7371",0.785633311033972,0.975490170468352,0.858984259420512,"564147",1
"dre01230","dre01230","Biosynthesis of amino acids - Danio rerio (zebrafish)","2/232","92/7371",0.79142787256989,0.975490170468352,0.858984259420512,"568448/570106",2
"dre04744","dre04744","Phototransduction - Danio rerio (zebrafish)","1/232","49/7371",0.792424663190209,0.975490170468352,0.858984259420512,"568211",1
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","8/232","332/7371",0.828027776839142,0.975490170468352,0.858984259420512,"560913/561737/334108/556371/565155/565649/799274/563560",8
"dre00620","dre00620","Pyruvate metabolism - Danio rerio (zebrafish)","1/232","55/7371",0.82890170286054,0.975490170468352,0.858984259420512,"447920",1
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","2/232","102/7371",0.836664481074777,0.975490170468352,0.858984259420512,"558601/792998",2
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","4/232","184/7371",0.837015107843083,0.975490170468352,0.858984259420512,"378958/100007877/557061/795916",4
"dre00053","dre00053","Ascorbate and aldarate metabolism - Danio rerio (zebrafish)","1/232","57/7371",0.839581868212757,0.975490170468352,0.858984259420512,"447920",1
"dre00280","dre00280","Valine, leucine and isoleucine degradation - Danio rerio (zebrafish)","1/232","59/7371",0.849598058783853,0.975490170468352,0.858984259420512,"447920",1
"dre04216","dre04216","Ferroptosis - Danio rerio (zebrafish)","1/232","62/7371",0.863466624806394,0.975490170468352,0.858984259420512,"494477",1
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","4/232","194/7371",0.865630641573324,0.975490170468352,0.858984259420512,"140820/566220/100331333/100147967",4
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","2/232","110/7371",0.86627679850841,0.975490170468352,0.858984259420512,"333997/100005054",2
"dre04623","dre04623","Cytosolic DNA-sensing pathway - Danio rerio (zebrafish)","1/232","63/7371",0.867800424648358,0.975490170468352,0.858984259420512,"563560",1
"dre00564","dre00564","Glycerophospholipid metabolism - Danio rerio (zebrafish)","2/232","112/7371",0.872871354446421,0.975490170468352,0.858984259420512,"100137124/567728",2
"dre04622","dre04622","RIG-I-like receptor signaling pathway - Danio rerio (zebrafish)","1/232","67/7371",0.883808192439612,0.975490170468352,0.858984259420512,"563560",1
"dre05168","dre05168","Herpes simplex virus 1 infection - Danio rerio (zebrafish)","4/232","204/7371",0.889849876448034,0.975490170468352,0.858984259420512,"30491/561737/404211/563560",4
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","1/232","69/7371",0.891072751870129,0.975490170468352,0.858984259420512,"322533",1
"dre01200","dre01200","Carbon metabolism - Danio rerio (zebrafish)","2/232","134/7371",0.928058078458689,0.987209251837115,0.869303693419322,"568448/570106",2
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","4/232","228/7371",0.93305646183651,0.987209251837115,0.869303693419322,"798222/565771/798465/568214",4
"dre00830","dre00830","Retinol metabolism - Danio rerio (zebrafish)","1/232","93/7371",0.94987449833619,0.987209251837115,0.869303693419322,"563241",1
"dre03320","dre03320","PPAR signaling pathway - Danio rerio (zebrafish)","1/232","94/7371",0.951472343401593,0.987209251837115,0.869303693419322,"100333227",1
"dre04137","dre04137","Mitophagy - animal - Danio rerio (zebrafish)","1/232","94/7371",0.951472343401593,0.987209251837115,0.869303693419322,"114834",1
"dre03015","dre03015","mRNA surveillance pathway - Danio rerio (zebrafish)","1/232","99/7371",0.958732061880275,0.987209251837115,0.869303693419322,"321035",1
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","2/232","197/7371",0.987234426488757,0.998571731650266,0.879309115926854,"798222/565155",2
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","1/232","191/7371",0.997949631195803,0.998571731650266,0.879309115926854,"794108",1
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","1/232","202/7371",0.998571731650266,0.998571731650266,0.879309115926854,"447920",1
