"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre04150","dre04150","mTOR signaling pathway - Danio rerio (zebrafish)","7/115","208/7371",0.0436029739092893,0.188285569153749,0.152297468678379,"562242/378866/406471/559050/799099/100149745/399488",7
"dre04621","dre04621","NOD-like receptor signaling pathway - Danio rerio (zebrafish)","6/115","173/7371",0.0530332258860886,0.213982459542441,0.17308276505926,"405770/403013/406463/796425/30280/557302",6
"dre00620","dre00620","Pyruvate metabolism - Danio rerio (zebrafish)","3/115","55/7371",0.0540587266212482,0.213982459542441,0.17308276505926,"541435/436747/378727",3
"dre04623","dre04623","Cytosolic DNA-sensing pathway - Danio rerio (zebrafish)","3/115","63/7371",0.07493268427796,0.284744200256248,0.230319408517519,"405770/406463/557302",3
"dre00220","dre00220","Arginine biosynthesis - Danio rerio (zebrafish)","2/115","31/7371",0.0837266588155665,0.305924330287647,0.247451258847626,"322614/556445",2
"dre04140","dre04140","Autophagy - animal - Danio rerio (zebrafish)","6/115","200/7371",0.092090630690308,0.324022589465898,0.262090293972416,"407723/393285/562242/393998/378866/571352",6
"dre00410","dre00410","beta-Alanine metabolism - Danio rerio (zebrafish)","2/115","36/7371",0.107968755238219,0.366322562415384,0.296305230540976,"387290/378968",2
"dre00062","dre00062","Fatty acid elongation - Danio rerio (zebrafish)","2/115","42/7371",0.139125896627317,0.455757247572246,0.36864575149888,"101884755/327417",2
"dre00470","dre00470","D-Amino acid metabolism - Danio rerio (zebrafish)","1/115","10/7371",0.145589512172439,0.461033455212722,0.372913487318878,"556445",1
"dre00051","dre00051","Fructose and mannose metabolism - Danio rerio (zebrafish)","2/115","45/7371",0.155361236974896,0.47610701653597,0.385105952433527,"554477/386663",2
"dre00260","dre00260","Glycine, serine and threonine metabolism - Danio rerio (zebrafish)","2/115","47/7371",0.166378712824838,0.493936803698739,0.399527830138592,"79378/321621",2
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","5/115","194/7371",0.185675520212451,0.534520436975237,0.432354480877477,"541320/60635/81581/797491/568593",5
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","7/115","332/7371",0.26057856868245,0.695397691365249,0.562482343154163,"405770/406471/406463/394198/403139/325557/557302",7
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","6/115","278/7371",0.266436226121994,0.695397691365249,0.562482343154163,"541320/567640/567928/797491/335269/100332237",6
"dre00785","dre00785","Lipoic acid metabolism - Danio rerio (zebrafish)","1/115","20/7371",0.270140076701655,0.695397691365249,0.562482343154163,"321621",1
"dre04622","dre04622","RIG-I-like receptor signaling pathway - Danio rerio (zebrafish)","2/115","67/7371",0.281077340464317,0.695397691365249,0.562482343154163,"406463/557302",2
"dre00910","dre00910","Nitrogen metabolism - Danio rerio (zebrafish)","1/115","21/7371",0.281558100260261,0.695397691365249,0.562482343154163,"569989",1
"dre04340","dre04340","Hedgehog signaling pathway - Danio rerio (zebrafish)","2/115","69/7371",0.292681649152708,0.695397691365249,0.562482343154163,"393998/100006858",2
"dre00100","dre00100","Steroid biosynthesis - Danio rerio (zebrafish)","1/115","22/7371",0.292799027943263,0.695397691365249,0.562482343154163,"100004700",1
"dre00650","dre00650","Butanoate metabolism - Danio rerio (zebrafish)","1/115","24/7371",0.314760446452707,0.69772280834061,0.564363047189635,"378968",1
"dre00561","dre00561","Glycerolipid metabolism - Danio rerio (zebrafish)","2/115","73/7371",0.315811376406803,0.69772280834061,0.564363047189635,"799099/436610",2
"dre03250","dre03250","Viral life cycle - HIV-1 - Danio rerio (zebrafish)","2/115","73/7371",0.315811376406803,0.69772280834061,0.564363047189635,"561067/337663",2
"dre01200","dre01200","Carbon metabolism - Danio rerio (zebrafish)","3/115","134/7371",0.348205903684062,0.751808201136043,0.608110788730538,"541435/79378/321621",3
"dre00052","dre00052","Galactose metabolism - Danio rerio (zebrafish)","1/115","34/7371",0.414827559448374,0.822980611290288,0.665679608024277,"445118",1
"dre00790","dre00790","Folate biosynthesis - Danio rerio (zebrafish)","1/115","34/7371",0.414827559448374,0.822980611290288,0.665679608024277,"553228",1
"dre00020","dre00020","Citrate cycle (TCA cycle) - Danio rerio (zebrafish)","1/115","35/7371",0.423999541275202,0.822980611290288,0.665679608024277,"378727",1
"dre01040","dre01040","Biosynthesis of unsaturated fatty acids - Danio rerio (zebrafish)","1/115","35/7371",0.423999541275202,0.822980611290288,0.665679608024277,"327417",1
"dre04350","dre04350","TGF-beta signaling pathway - Danio rerio (zebrafish)","3/115","153/7371",0.428726946636231,0.822980611290288,0.665679608024277,"562242/402837/100332237",3
"dre03320","dre03320","PPAR signaling pathway - Danio rerio (zebrafish)","2/115","94/7371",0.433147690152783,0.822980611290288,0.665679608024277,"334561/378727",2
"dre00500","dre00500","Starch and sucrose metabolism - Danio rerio (zebrafish)","1/115","38/7371",0.450669051524014,0.823337690284256,0.665968436462612,"445118",1
"dre00601","dre00601","Glycosphingolipid biosynthesis - lacto and neolacto series - Danio rerio (zebrafish)","1/115","38/7371",0.450669051524014,0.823337690284256,0.665968436462612,"791470",1
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","2/115","102/7371",0.475095456479099,0.851586195575744,0.688817642958774,"79378/334561",2
"dre04672","dre04672","Intestinal immune network for IgA production - Danio rerio (zebrafish)","1/115","45/7371",0.508231633249612,0.894111206642837,0.723214604819136,"797491",1
"dre04744","dre04744","Phototransduction - Danio rerio (zebrafish)","1/115","49/7371",0.538396344132534,0.897017988962324,0.725565797166201,"360151",1
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","4/115","248/7371",0.544920635905581,0.897017988962324,0.725565797166201,"60635/393998/368266/81581",4
"dre03410","dre03410","Base excision repair - Danio rerio (zebrafish)","1/115","50/7371",0.545646333264569,0.897017988962324,0.725565797166201,"558045",1
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","3/115","183/7371",0.54765308799805,0.897017988962324,0.725565797166201,"559502/378966/100332237",3
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","5/115","321/7371",0.566234250975572,0.899560383274918,0.727622249075557,"541320/570832/558477/797491/335269",5
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","3/115","193/7371",0.584046345742286,0.899560383274918,0.727622249075557,"562242/393998/100136840",3
"dre00071","dre00071","Fatty acid degradation - Danio rerio (zebrafish)","1/115","56/7371",0.586835560792611,0.899560383274918,0.727622249075557,"334561",1
"dre03050","dre03050","Proteasome - Danio rerio (zebrafish)","1/115","57/7371",0.593330968927791,0.899560383274918,0.727622249075557,"793897",1
"dre00270","dre00270","Cysteine and methionine metabolism - Danio rerio (zebrafish)","1/115","59/7371",0.606019626627313,0.899560383274918,0.727622249075557,"436747",1
"dre00280","dre00280","Valine, leucine and isoleucine degradation - Danio rerio (zebrafish)","1/115","59/7371",0.606019626627313,0.899560383274918,0.727622249075557,"378968",1
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","1/115","63/7371",0.630231279011435,0.913941037061715,0.739254246044379,"246226",1
"dre04010","dre04010","MAPK signaling pathway - Danio rerio (zebrafish)","6/115","420/7371",0.646869648166087,0.913941037061715,0.739254246044379,"405770/393998/101101687/406471/394198/353314",6
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","1/115","67/7371",0.652967175423863,0.913941037061715,0.739254246044379,"791518",1
"dre00240","dre00240","Pyrimidine metabolism - Danio rerio (zebrafish)","1/115","69/7371",0.663809805865877,0.913941037061715,0.739254246044379,"402979",1
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","1/115","69/7371",0.663809805865877,0.913941037061715,0.739254246044379,"114426",1
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","3/115","228/7371",0.696201944004561,0.928161082651198,0.750756332781578,"393998/100006858/564241",3
"dre04370","dre04370","VEGF signaling pathway - Danio rerio (zebrafish)","1/115","81/7371",0.722161798407377,0.928161082651198,0.750756332781578,"492763",1
"dre04120","dre04120","Ubiquitin mediated proteolysis - Danio rerio (zebrafish)","2/115","162/7371",0.724118461272268,0.928161082651198,0.750756332781578,"406596/335409",2
"dre00140","dre00140","Steroid hormone biosynthesis - Danio rerio (zebrafish)","1/115","82/7371",0.72654470556556,0.928161082651198,0.750756332781578,"327417",1
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","1/115","86/7371",0.743401394281767,0.928161082651198,0.750756332781578,"100538016",1
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","3/115","249/7371",0.751816905384298,0.928161082651198,0.750756332781578,"393998/322485/570210",3
"dre03083","dre03083","Polycomb repressive complex - Danio rerio (zebrafish)","1/115","90/7371",0.759227461500789,0.928161082651198,0.750756332781578,"550551",1
"dre01230","dre01230","Biosynthesis of amino acids - Danio rerio (zebrafish)","1/115","92/7371",0.766773690706477,0.928161082651198,0.750756332781578,"322614",1
"dre04270","dre04270","Vascular smooth muscle contraction - Danio rerio (zebrafish)","2/115","177/7371",0.768403996736378,0.928161082651198,0.750756332781578,"393998/322485",2
"dre00983","dre00983","Drug metabolism - other enzymes - Danio rerio (zebrafish)","1/115","105/7371",0.81041983370461,0.928161082651198,0.750756332781578,"402979",1
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","1/115","110/7371",0.824958830497087,0.928161082651198,0.750756332781578,"402979",1
"dre03013","dre03013","Nucleocytoplasmic transport - Danio rerio (zebrafish)","1/115","110/7371",0.824958830497087,0.928161082651198,0.750756332781578,"777756",1
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","2/115","201/7371",0.826517885334699,0.928161082651198,0.750756332781578,"768121/100136840",2
"dre04012","dre04012","ErbB signaling pathway - Danio rerio (zebrafish)","1/115","111/7371",0.827731139337857,0.928161082651198,0.750756332781578,"562242",1
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","2/115","202/7371",0.828631104768564,0.928161082651198,0.750756332781578,"564649/553228",2
"dre04914","dre04914","Progesterone-mediated oocyte maturation - Danio rerio (zebrafish)","1/115","112/7371",0.830459916056335,0.928161082651198,0.750756332781578,"393998",1
"dre04540","dre04540","Gap junction - Danio rerio (zebrafish)","1/115","132/7371",0.876864843546558,0.949166651932289,0.767746987158527,"393998",1
"dre04912","dre04912","GnRH signaling pathway - Danio rerio (zebrafish)","1/115","132/7371",0.876864843546558,0.949166651932289,0.767746987158527,"393998",1
"dre03082","dre03082","ATP-dependent chromatin remodeling - Danio rerio (zebrafish)","1/115","141/7371",0.893400496464762,0.949166651932289,0.767746987158527,"449794",1
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","1/115","145/7371",0.900023993893378,0.949166651932289,0.767746987158527,"570210",1
"dre04916","dre04916","Melanogenesis - Danio rerio (zebrafish)","1/115","147/7371",0.903181075495237,0.949166651932289,0.767746987158527,"393998",1
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","1/115","151/7371",0.909201740271982,0.949166651932289,0.767746987158527,"393998",1
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","1/115","184/7371",0.946611330487015,0.977479091263766,0.790647907615012,"335008",1
"dre04814","dre04814","Motor proteins - Danio rerio (zebrafish)","1/115","254/7371",0.982833450980761,0.995875322362438,0.805527961578482,"570210",1
"dre04020","dre04020","Calcium signaling pathway - Danio rerio (zebrafish)","2/115","391/7371",0.986390121985053,0.995875322362438,0.805527961578482,"393998/558477",2
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","1/115","341/7371",0.995875322362438,0.995875322362438,0.805527961578482,"387529",1
