"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre00982","dre00982","Drug metabolism - cytochrome P450 - Danio rerio (zebrafish)","11/310","72/7368",0.000185976696755076,0.00218099944376407,0.00188646218718067,"791210/100415792/100415791/100415794/406703/553169/402939/431762/792506/553952/406731",11
"dre00100","dre00100","Steroid biosynthesis - Danio rerio (zebrafish)","6/310","22/7368",0.000222595950491598,0.00239290646778468,0.00206975182036047,"793309/565117/322481/436600/100004700/563369",6
"dre00591","dre00591","Linoleic acid metabolism - Danio rerio (zebrafish)","6/310","29/7368",0.00110495937583359,0.0109645968832718,0.00948386184925997,"553969/393108/100034366/393592/797309/492759",6
"dre03010","dre03010","Ribosome - Danio rerio (zebrafish)","14/310","138/7368",0.00191980391774503,0.0176896218135077,0.0153006928782686,"445040/557397/572109/436759/767758/436760/100073334/406307/751639/405889/415159/569841/751640/393715",14
"dre00051","dre00051","Fructose and mannose metabolism - Danio rerio (zebrafish)","7/310","45/7368",0.00249562907328045,0.0214624100302118,0.0185639776679107,"792692/560753/436909/327453/554477/445505/386663",7
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","8/310","63/7368",0.0046216688838907,0.035947169635629,0.0310926151071128,"406605/393108/100034366/393592/797309/751701/336492/767759",8
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","17/310","202/7368",0.00487697915572202,0.035947169635629,0.0310926151071128,"791210/100415792/100415791/678634/100415794/335716/368242/30084/541347/494176/447919/792506/553952/407663/445287/571967/406731",17
"dre04814","dre04814","Motor proteins - Danio rerio (zebrafish)","20/310","254/7368",0.00501588413520404,0.035947169635629,0.0310926151071128,"100037358/322509/373083/751665/566034/324244/100002038/100329748/100329813/415164/492493/402809/558627/436902/100537244/108190403/100331199/445029/30592/792024",20
"dre00053","dre00053","Ascorbate and aldarate metabolism - Danio rerio (zebrafish)","7/310","57/7368",0.00946716014952704,0.0642770346994204,0.0555966191606574,"791210/100415792/100415791/100415794/792506/553952/406731",7
"dre00520","dre00520","Amino sugar and nucleotide sugar metabolism - Danio rerio (zebrafish)","7/310","65/7368",0.018767209818227,0.121048503327564,0.104701275828003,"406323/406338/449829/322468/563138/751641/100126013",7
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","7/310","67/7368",0.0218428297161278,0.134177382541928,0.116057140346343,"791210/100415792/100415791/100415794/792506/553952/406731",7
"dre00240","dre00240","Pyrimidine metabolism - Danio rerio (zebrafish)","7/310","69/7368",0.0252516122275069,0.148066271697654,0.12807037780458,"402979/335716/100144569/562627/30084/570547/322660",7
"dre01230","dre01230","Biosynthesis of amino acids - Danio rerio (zebrafish)","8/310","92/7368",0.03921152105093,0.219925487633477,0.190225227981628,"678634/322614/792692/560753/114551/100000775/541347/393668",8
"dre00010","dre00010","Glycolysis / Gluconeogenesis - Danio rerio (zebrafish)","7/310","81/7368",0.0534192672392581,0.275329026399581,0.238146689501065,"402939/792692/560753/114551/445505/393668/378727",7
"dre02010","dre02010","ABC transporters - Danio rerio (zebrafish)","5/310","49/7368",0.0537806133361603,0.275329026399581,0.238146689501065,"393561/557317/735312/568482/797269",5
"dre01200","dre01200","Carbon metabolism - Danio rerio (zebrafish)","10/310","134/7368",0.0554926719875124,0.275329026399581,0.238146689501065,"402939/792692/560753/768196/114551/79378/445505/393668/553804/436852",10
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","8/310","102/7368",0.0648303135544925,0.301560700100328,0.260835856471928,"450052/550422/558601/541344/79378/335799/336430/100093708",8
"dre00330","dre00330","Arginine and proline metabolism - Danio rerio (zebrafish)","6/310","68/7368",0.0654550356806913,0.301560700100328,0.260835856471928,"327506/436664/322614/556522/555401/431716",6
"dre00630","dre00630","Glyoxylate and dicarboxylate metabolism - Danio rerio (zebrafish)","4/310","37/7368",0.0683330656367536,0.303964326453146,0.262914880489869,"100000775/79378/553804/436852",4
"dre00380","dre00380","Tryptophan metabolism - Danio rerio (zebrafish)","5/310","53/7368",0.0708278541286108,0.304559772753027,0.263429913601149,"368242/555401/571201/571967/100141344",5
"dre00620","dre00620","Pyruvate metabolism - Danio rerio (zebrafish)","5/310","55/7368",0.0803435747646003,0.334332940149466,0.28918230645323,"402939/768196/114551/334208/378727",5
"dre00260","dre00260","Glycine, serine and threonine metabolism - Danio rerio (zebrafish)","4/310","47/7368",0.13423705732672,0.515577412332399,0.445950270968864,"558601/79378/541429/436852",4
"dre00760","dre00760","Nicotinate and nicotinamide metabolism - Danio rerio (zebrafish)","4/310","47/7368",0.13423705732672,0.515577412332399,0.445950270968864,"402940/562627/447919/791628",4
"dre00220","dre00220","Arginine biosynthesis - Danio rerio (zebrafish)","3/310","31/7368",0.139980044377061,0.515577412332399,0.445950270968864,"322614/100000775/556445",3
"dre00250","dre00250","Alanine, aspartate and glutamate metabolism - Danio rerio (zebrafish)","4/310","48/7368",0.141900772322698,0.515577412332399,0.445950270968864,"100000775/79378/556445/402904",4
"dre00360","dre00360","Phenylalanine metabolism - Danio rerio (zebrafish)","2/310","16/7368",0.143882068557879,0.515577412332399,0.445950270968864,"541429/445287",2
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","5/310","69/7368",0.163957934649285,0.571637123506965,0.494439290834258,"406703/553169/563855/322533/431762",5
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","7/310","110/7368",0.180284225309682,0.612017501709184,0.529366423346989,"402979/335716/402940/431724/562627/30084/570547",7
"dre00410","dre00410","beta-Alanine metabolism - Danio rerio (zebrafish)","3/310","36/7368",0.191801636483048,0.620926584988387,0.537072362372657,"100144569/541429/322660",3
"dre00561","dre00561","Glycerolipid metabolism - Danio rerio (zebrafish)","5/310","73/7368",0.192535375190198,0.620926584988387,0.537072362372657,"450063/325875/565117/322481/436610",5
"dre00500","dre00500","Starch and sucrose metabolism - Danio rerio (zebrafish)","3/310","38/7368",0.213730449154012,0.672468974167501,0.581654110663036,"445049/100148922/406539",3
"dre00910","dre00910","Nitrogen metabolism - Danio rerio (zebrafish)","2/310","21/7368",0.220432010446268,0.674670523914375,0.583558347898195,"553246/100000775",2
"dre00350","dre00350","Tyrosine metabolism - Danio rerio (zebrafish)","3/310","39/7368",0.224890174638125,0.674670523914375,0.583558347898195,"402939/541429/445287",3
"dre01212","dre01212","Fatty acid metabolism - Danio rerio (zebrafish)","5/310","78/7368",0.230479588178467,0.675724247159596,0.584469769065012,"64815/406283/678614/327417/100005717",5
"dre00770","dre00770","Pantothenate and CoA biosynthesis - Danio rerio (zebrafish)","2/310","23/7368",0.251999484665296,0.722398522707183,0.624840827474185,"100144569/322660",2
"dre00470","dre00470","D-Amino acid metabolism - Danio rerio (zebrafish)","1/310","10/7368",0.349565205342002,0.980302423676483,0.847915601058402,"556445",1
"dre04920","dre04920","Adipocytokine signaling pathway - Danio rerio (zebrafish)","5/310","96/7368",0.378928638555761,0.999994252962895,0.86494810945791,"323099/30281/335409/436636/378727",5
"dre00230","dre00230","Purine metabolism - Danio rerio (zebrafish)","8/310","166/7368",0.398759460159942,0.999994252962895,0.86494810945791,"393845/335716/402940/431724/562627/30084/557735/494056",8
"dre00130","dre00130","Ubiquinone and other terpenoid-quinone biosynthesis - Danio rerio (zebrafish)","1/310","12/7368",0.403221191645114,0.999994252962895,0.86494810945791,"445287",1
"dre00030","dre00030","Pentose phosphate pathway - Danio rerio (zebrafish)","2/310","33/7368",0.407322905971366,0.999994252962895,0.86494810945791,"792692/445505",2
"dre00071","dre00071","Fatty acid degradation - Danio rerio (zebrafish)","3/310","56/7368",0.421111206686859,0.999994252962895,0.86494810945791,"402939/406283/100005717",3
"dre00052","dre00052","Galactose metabolism - Danio rerio (zebrafish)","2/310","34/7368",0.422124619875851,0.999994252962895,0.86494810945791,"449829/100148922",2
"dre00020","dre00020","Citrate cycle (TCA cycle) - Danio rerio (zebrafish)","2/310","35/7368",0.4367344182593,0.999994252962895,0.86494810945791,"794259/378727",2
"dre01040","dre01040","Biosynthesis of unsaturated fatty acids - Danio rerio (zebrafish)","2/310","35/7368",0.4367344182593,0.999994252962895,0.86494810945791,"678614/327417",2
"dre03450","dre03450","Non-homologous end-joining - Danio rerio (zebrafish)","1/310","14/7368",0.452464059686386,0.999994252962895,0.86494810945791,"393759",1
"dre00270","dre00270","Cysteine and methionine metabolism - Danio rerio (zebrafish)","3/310","59/7368",0.454780271968462,0.999994252962895,0.86494810945791,"678634/541347/571201",3
"dre00280","dre00280","Valine, leucine and isoleucine degradation - Danio rerio (zebrafish)","3/310","59/7368",0.454780271968462,0.999994252962895,0.86494810945791,"406283/777632/553804",3
"dre04216","dre04216","Ferroptosis - Danio rerio (zebrafish)","3/310","62/7368",0.487610747862547,0.999994252962895,0.86494810945791,"494478/100170833/431716",3
"dre04120","dre04120","Ubiquitin mediated proteolysis - Danio rerio (zebrafish)","7/310","161/7368",0.519907437412697,0.999994252962895,0.86494810945791,"751740/503534/569473/445073/335409/445501/566441",7
"dre00062","dre00062","Fatty acid elongation - Danio rerio (zebrafish)","2/310","42/7368",0.532922294909164,0.999994252962895,0.86494810945791,"678614/327417",2
"dre04130","dre04130","SNARE interactions in vesicular transport - Danio rerio (zebrafish)","2/310","43/7368",0.545723739738055,0.999994252962895,0.86494810945791,"449923/327007",2
"dre01250","dre01250","Biosynthesis of nucleotide sugars - Danio rerio (zebrafish)","2/310","45/7368",0.57058575837326,0.999994252962895,0.86494810945791,"449829/100126013",2
"dre00450","dre00450","Selenocompound metabolism - Danio rerio (zebrafish)","1/310","20/7368",0.577187364390255,0.999994252962895,0.86494810945791,"571201",1
"dre00785","dre00785","Lipoic acid metabolism - Danio rerio (zebrafish)","1/310","20/7368",0.577187364390255,0.999994252962895,0.86494810945791,"436852",1
"dre00562","dre00562","Inositol phosphate metabolism - Danio rerio (zebrafish)","4/310","97/7368",0.588023479687846,0.999994252962895,0.86494810945791,"449831/560753/100006223/406290",4
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","10/310","249/7368",0.606825798216998,0.999994252962895,0.86494810945791,"100037358/322485/324244/100329748/100329813/415164/100537244/794522/100331199/560151",10
"dre00600","dre00600","Sphingolipid metabolism - Danio rerio (zebrafish)","3/310","74/7368",0.608094484348369,0.999994252962895,0.86494810945791,"493602/557756/100332380",3
"dre00061","dre00061","Fatty acid biosynthesis - Danio rerio (zebrafish)","1/310","22/7368",0.61211267925676,0.999994252962895,0.86494810945791,"64815",1
"dre03060","dre03060","Protein export - Danio rerio (zebrafish)","1/310","22/7368",0.61211267925676,0.999994252962895,0.86494810945791,"436794",1
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","6/310","151/7368",0.615717378500235,0.999994252962895,0.86494810945791,"751740/569473/559665/445501/560151/550434",6
"dre04270","dre04270","Vascular smooth muscle contraction - Danio rerio (zebrafish)","7/310","177/7368",0.621291314417182,0.999994252962895,0.86494810945791,"322509/322485/570244/550561/560151/352922/567953",7
"dre00511","dre00511","Other glycan degradation - Danio rerio (zebrafish)","1/310","24/7368",0.644161617009219,0.999994252962895,0.86494810945791,"566517",1
"dre00340","dre00340","Histidine metabolism - Danio rerio (zebrafish)","1/310","26/7368",0.673570366787069,0.999994252962895,0.86494810945791,"555401",1
"dre03050","dre03050","Proteasome - Danio rerio (zebrafish)","2/310","57/7368",0.698869492721129,0.999994252962895,0.86494810945791,"336786/322269",2
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","7/310","191/7368",0.699543532704403,0.999994252962895,0.86494810945791,"406304/791894/751740/569473/559665/445501/550434",7
"dre04914","dre04914","Progesterone-mediated oocyte maturation - Danio rerio (zebrafish)","4/310","112/7368",0.700045851910282,0.999994252962895,0.86494810945791,"751740/569473/445501/550434",4
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","3/310","86/7368",0.708240019502828,0.999994252962895,0.86494810945791,"415167/321035/393668",3
"dre04115","dre04115","p53 signaling pathway - Danio rerio (zebrafish)","3/310","90/7368",0.736932071914373,0.999994252962895,0.86494810945791,"751765/406304/571845",3
"dre00640","dre00640","Propanoate metabolism - Danio rerio (zebrafish)","1/310","32/7368",0.748036673516802,0.999994252962895,0.86494810945791,"553804",1
"dre04623","dre04623","Cytosolic DNA-sensing pathway - Danio rerio (zebrafish)","2/310","63/7368",0.750164149751197,0.999994252962895,0.86494810945791,"445412/323099",2
"dre04910","dre04910","Insulin signaling pathway - Danio rerio (zebrafish)","6/310","180/7368",0.775742699964043,0.999994252962895,0.86494810945791,"405894/445073/335409/445505/378727/560151",6
"dre03020","dre03020","RNA polymerase - Danio rerio (zebrafish)","1/310","35/7368",0.778651815701764,0.999994252962895,0.86494810945791,"445412",1
"dre03030","dre03030","DNA replication - Danio rerio (zebrafish)","1/310","38/7368",0.805557556702012,0.999994252962895,0.86494810945791,"553610",1
"dre03440","dre03440","Homologous recombination - Danio rerio (zebrafish)","1/310","40/7368",0.821657550277287,0.999994252962895,0.86494810945791,"322269",1
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","6/310","193/7368",0.82894899655801,0.999994252962895,0.86494810945791,"797361/100037358/322509/406483/100537244/560151",6
"dre04672","dre04672","Intestinal immune network for IgA production - Danio rerio (zebrafish)","1/310","45/7368",0.856329350755106,0.999994252962895,0.86494810945791,"100333914",1
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","4/310","143/7368",0.858523687907593,0.999994252962895,0.86494810945791,"415167/572211/335396/793027",4
"dre04070","dre04070","Phosphatidylinositol signaling system - Danio rerio (zebrafish)","3/310","119/7368",0.883280631201782,0.999994252962895,0.86494810945791,"449831/406290/560151",3
"dre03410","dre03410","Base excision repair - Danio rerio (zebrafish)","1/310","50/7368",0.884278021023523,0.999994252962895,0.86494810945791,"553610",1
"dre03460","dre03460","Fanconi anemia pathway - Danio rerio (zebrafish)","1/310","51/7368",0.889180154595907,0.999994252962895,0.86494810945791,"100332714",1
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","5/310","184/7368",0.892751265477811,0.999994252962895,0.86494810945791,"566517/368852/571066/447897/436725",5
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","10/310","341/7368",0.915870198800323,0.999994252962895,0.86494810945791,"449831/100073336/373871/100005008/494478/100009637/387529/336426/571767/550406",10
"dre03420","dre03420","Nucleotide excision repair - Danio rerio (zebrafish)","1/310","59/7368",0.921632415181629,0.999994252962895,0.86494810945791,"553610",1
"dre03015","dre03015","mRNA surveillance pathway - Danio rerio (zebrafish)","2/310","99/7368",0.925466231962297,0.999994252962895,0.86494810945791,"321035/561900",2
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","5/310","201/7368",0.930649647483176,0.999994252962895,0.86494810945791,"751765/406304/393317/323099/792024",5
"dre05168","dre05168","Herpes simplex virus 1 infection - Danio rerio (zebrafish)","5/310","204/7368",0.935939661067572,0.999994252962895,0.86494810945791,"30491/572211/335396/323099/335409",5
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","2/310","105/7368",0.939744487361633,0.999994252962895,0.86494810945791,"100535278/436636",2
"dre04620","dre04620","Toll-like receptor signaling pathway - Danio rerio (zebrafish)","2/310","106/7368",0.941856755952789,0.999994252962895,0.86494810945791,"323099/336876",2
"dre04622","dre04622","RIG-I-like receptor signaling pathway - Danio rerio (zebrafish)","1/310","67/7368",0.944602907204932,0.999994252962895,0.86494810945791,"323099",1
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","9/310","332/7368",0.944886712087237,0.999994252962895,0.86494810945791,"373083/323099/449788/563023/100009637/100537244/436734/30592/792024",9
"dre04340","dre04340","Hedgehog signaling pathway - Danio rerio (zebrafish)","1/310","69/7368",0.94920765743565,0.999994252962895,0.86494810945791,"101886177",1
"dre04916","dre04916","Melanogenesis - Danio rerio (zebrafish)","3/310","147/7368",0.950839250228485,0.999994252962895,0.86494810945791,"791993/100148840/560151",3
"dre04068","dre04068","FoxO signaling pathway - Danio rerio (zebrafish)","4/310","182/7368",0.952115648370079,0.999994252962895,0.86494810945791,"406304/559050/335799/378727",4
"dre04520","dre04520","Adherens junction - Danio rerio (zebrafish)","3/310","148/7368",0.952389098705193,0.999994252962895,0.86494810945791,"100009637/100537244/30592",3
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","4/310","183/7368",0.953502615922209,0.999994252962895,0.86494810945791,"30491/494478/436636/792024",4
"dre03250","dre03250","Viral life cycle - HIV-1 - Danio rerio (zebrafish)","1/310","73/7368",0.957303811199959,0.999994252962895,0.86494810945791,"559677",1
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","4/310","194/7368",0.966502563113895,0.999994252962895,0.86494810945791,"557935/436719/81591/445070",4
"dre00310","dre00310","Lysine degradation - Danio rerio (zebrafish)","1/310","84/7368",0.973527442105041,0.999994252962895,0.86494810945791,"558601",1
"dre04330","dre04330","Notch signaling pathway - Danio rerio (zebrafish)","1/310","84/7368",0.973527442105041,0.999994252962895,0.86494810945791,"30300",1
"dre04625","dre04625","C-type lectin receptor signaling pathway - Danio rerio (zebrafish)","2/310","129/7368",0.974833305621292,0.999994252962895,0.86494810945791,"323099/560151",2
"dre04540","dre04540","Gap junction - Danio rerio (zebrafish)","2/310","132/7368",0.977484643315276,0.999994252962895,0.86494810945791,"326020/792024",2
"dre04912","dre04912","GnRH signaling pathway - Danio rerio (zebrafish)","2/310","132/7368",0.977484643315276,0.999994252962895,0.86494810945791,"797938/560151",2
"dre04621","dre04621","NOD-like receptor signaling pathway - Danio rerio (zebrafish)","3/310","173/7368",0.979079267726848,0.999994252962895,0.86494810945791,"556289/323099/436734",3
"dre03083","dre03083","Polycomb repressive complex - Danio rerio (zebrafish)","1/310","90/7368",0.979609486288069,0.999994252962895,0.86494810945791,"791894",1
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","5/310","248/7368",0.981378450874324,0.999994252962895,0.86494810945791,"436719/81591/445070/100537244/792024",5
"dre04137","dre04137","Mitophagy - animal - Danio rerio (zebrafish)","1/310","94/7368",0.982868452427381,0.999994252962895,0.86494810945791,"751649",1
"dre04060","dre04060","Cytokine-cytokine receptor interaction - Danio rerio (zebrafish)","4/310","224/7368",0.986823158944551,0.999994252962895,0.86494810945791,"795469/100134974/100333914/407639",4
"dre04350","dre04350","TGF-beta signaling pathway - Danio rerio (zebrafish)","2/310","153/7368",0.989787603273587,0.999994252962895,0.86494810945791,"321364/494478",2
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","3/310","197/7368",0.990812649798555,0.999994252962895,0.86494810945791,"100000775/100170833/336426",3
"dre04012","dre04012","ErbB signaling pathway - Danio rerio (zebrafish)","1/310","111/7368",0.991836291287675,0.999994252962895,0.86494810945791,"797938",1
"dre00564","dre00564","Glycerophospholipid metabolism - Danio rerio (zebrafish)","1/310","112/7368",0.992185023504957,0.999994252962895,0.86494810945791,"336430",1
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","5/310","278/7368",0.992489263168878,0.999994252962895,0.86494810945791,"449831/100535278/563023/100537244/30592",5
"dre04150","dre04150","mTOR signaling pathway - Danio rerio (zebrafish)","3/310","208/7368",0.993757427179099,0.999994252962895,0.86494810945791,"559050/791993/100148840",3
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","3/310","225/7368",0.996598856590355,0.999994252962895,0.86494810945791,"791993/30719/100148840",3
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","5/310","321/7368",0.998102287097137,0.999994252962895,0.86494810945791,"557935/449831/100009637/100537244/30592",5
"dre04140","dre04140","Autophagy - animal - Danio rerio (zebrafish)","2/310","200/7368",0.998357075292396,0.999994252962895,0.86494810945791,"449923/327007",2
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","2/310","201/7368",0.998420844221209,0.999994252962895,0.86494810945791,"406304/560151",2
"dre04010","dre04010","MAPK signaling pathway - Danio rerio (zebrafish)","5/310","420/7368",0.99993809904469,0.999994252962895,0.86494810945791,"406304/405817/563023/324215/58118",5
"dre04020","dre04020","Calcium signaling pathway - Danio rerio (zebrafish)","3/310","391/7368",0.999994252962895,0.999994252962895,0.86494810945791,"335654/100002038/560151",3
