"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","2/39","341/7368",0.544917430861738,0.729048270131588,0.715095193191271,"561879/100126123",2
"dre04350","dre04350","TGF-beta signaling pathway - Danio rerio (zebrafish)","1/39","153/7368",0.559797473444624,0.729048270131588,0.715095193191271,"100331938",1
"dre04120","dre04120","Ubiquitin mediated proteolysis - Danio rerio (zebrafish)","1/39","161/7368",0.578485885647016,0.729048270131588,0.715095193191271,"557513",1
"dre04068","dre04068","FoxO signaling pathway - Danio rerio (zebrafish)","1/39","182/7368",0.623940897756178,0.729048270131588,0.715095193191271,"403064",1
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","1/39","183/7368",0.625981853084248,0.729048270131588,0.715095193191271,"100005026",1
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","1/39","191/7368",0.641925539567695,0.729048270131588,0.715095193191271,"403064",1
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","1/39","193/7368",0.64580680719392,0.729048270131588,0.715095193191271,"557893",1
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","1/39","194/7368",0.647732038485827,0.729048270131588,0.715095193191271,"100002407",1
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","1/39","197/7368",0.653446755898117,0.729048270131588,0.715095193191271,"565155",1
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","1/39","201/7368",0.660926047346328,0.729048270131588,0.715095193191271,"403064",1
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","1/39","201/7368",0.660926047346328,0.729048270131588,0.715095193191271,"403064",1
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","1/39","202/7368",0.66277115466508,0.729048270131588,0.715095193191271,"561030",1
"dre04060","dre04060","Cytokine-cytokine receptor interaction - Danio rerio (zebrafish)","1/39","224/7368",0.700975369622119,0.752266250326177,0.737868810128547,"100331938",1
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","1/39","248/7368",0.737845127597154,0.772980609863685,0.758186722593567,"335865",1
"dre04020","dre04020","Calcium signaling pathway - Danio rerio (zebrafish)","1/39","391/7368",0.881426235199159,0.899249371659994,0.88203885736985,"568668",1
"dre04010","dre04010","MAPK signaling pathway - Danio rerio (zebrafish)","1/39","420/7368",0.899249371659994,0.899249371659994,0.88203885736985,"100126123",1
