"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051087","MF","GO:0051087","chaperone binding","5/126","44/17701",1.46719284055494e-05,0.000929222132351461,0.000813391118623439,"323922/327244/445177/554091/569466",5
"GO:0031545","MF","GO:0031545","peptidyl-proline 4-dioxygenase activity","3/126","11/17701",5.57350701307732e-05,0.00264741583121173,0.00231740554754267,"559569/100003675/373132",3
"GO:0051213","MF","GO:0051213","dioxygenase activity","6/126","104/17701",9.90939270650704e-05,0.00376556922847267,0.00329617694237497,"563644/327168/559569/100003675/373132/266962",6
"GO:0031543","MF","GO:0031543","peptidyl-proline dioxygenase activity","3/126","15/17701",0.000150523340324438,0.0047665724436072,0.00417240136337915,"559569/100003675/373132",3
"GO:0031072","MF","GO:0031072","heat shock protein binding","4/126","46/17701",0.000316926969086895,0.00860230344664429,0.00752999415274126,"323922/327244/445177/378848",4
"GO:0031418","MF","GO:0031418","L-ascorbic acid binding","3/126","20/17701",0.000367449752980073,0.00872693163327675,0.0076390869698489,"559569/100003675/373132",3
"GO:0032452","MF","GO:0032452","histone demethylase activity","3/126","26/17701",0.000812326608835967,0.0154342055678834,0.0135102741259034,"563644/327168/266962",3
"GO:0140457","MF","GO:0140457","protein demethylase activity","3/126","26/17701",0.000812326608835967,0.0154342055678834,0.0135102741259034,"563644/327168/266962",3
"GO:0032451","MF","GO:0032451","demethylase activity","3/126","33/17701",0.00164388928096405,0.0283944512166517,0.0248549766882603,"563644/327168/266962",3
"GO:0019798","MF","GO:0019798","procollagen-proline dioxygenase activity","2/126","10/17701",0.00217915167338665,0.0345032348286219,0.0302022775785167,"100003675/373132",2
"GO:0071949","MF","GO:0071949","FAD binding","3/126","39/17701",0.00266942226357669,0.0390146330830439,0.0341513131696451,"554836/83774/100003956",3
"GO:0016705","MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","6/126","198/17701",0.00294674021630481,0.0399914743641367,0.0350063875320421,"563644/327168/559569/100003675/373132/266962",6
