"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre00010","dre00010","Glycolysis / Gluconeogenesis - Danio rerio (zebrafish)","2/69","81/7368",0.175484067656883,0.510010831515,0.448510524716722,"445118/378727",2
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","5/69","321/7368",0.181136816180657,0.510010831515,0.448510524716722,"541320/570832/568426/558477/335269",5
"dre00100","dre00100","Steroid biosynthesis - Danio rerio (zebrafish)","1/69","22/7368",0.187219165999177,0.510010831515,0.448510524716722,"100004700",1
"dre00592","dre00592","alpha-Linolenic acid metabolism - Danio rerio (zebrafish)","1/69","22/7368",0.187219165999177,0.510010831515,0.448510524716722,"30554",1
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","5/69","332/7368",0.198973698889976,0.515837308271835,0.453634408340322,"405770/406471/403139/557526/557302",5
"dre00650","dre00650","Butanoate metabolism - Danio rerio (zebrafish)","1/69","24/7368",0.20241717160034,0.515837308271835,0.453634408340322,"378968",1
"dre03320","dre03320","PPAR signaling pathway - Danio rerio (zebrafish)","2/69","94/7368",0.219795727414387,0.542620702054267,0.477188092412813,"334561/378727",2
"dre00591","dre00591","Linoleic acid metabolism - Danio rerio (zebrafish)","1/69","29/7368",0.239197674369702,0.551933995508203,0.485378330493557,"30554",1
"dre04068","dre04068","FoxO signaling pathway - Danio rerio (zebrafish)","3/69","182/7368",0.242534031298955,0.551933995508203,0.485378330493557,"445118/30767/378727",3
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","2/69","102/7368",0.247543643592487,0.551933995508203,0.485378330493557,"79378/334561",2
"dre00640","dre00640","Propanoate metabolism - Danio rerio (zebrafish)","1/69","32/7368",0.260458217622976,0.551933995508203,0.485378330493557,"378968",1
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","4/69","278/7368",0.262581379329299,0.551933995508203,0.485378330493557,"541320/567928/335269/100332237",4
"dre00052","dre00052","Galactose metabolism - Danio rerio (zebrafish)","1/69","34/7368",0.274305505137176,0.551933995508203,0.485378330493557,"445118",1
"dre00790","dre00790","Folate biosynthesis - Danio rerio (zebrafish)","1/69","34/7368",0.274305505137176,0.551933995508203,0.485378330493557,"553228",1
"dre00020","dre00020","Citrate cycle (TCA cycle) - Danio rerio (zebrafish)","1/69","35/7368",0.281133009929313,0.551933995508203,0.485378330493557,"378727",1
"dre00410","dre00410","beta-Alanine metabolism - Danio rerio (zebrafish)","1/69","36/7368",0.28789720225372,0.551933995508203,0.485378330493557,"378968",1
"dre04141","dre04141","Protein processing in endoplasmic reticulum - Danio rerio (zebrafish)","3/69","202/7368",0.293433263434741,0.551933995508203,0.485378330493557,"100126123/557526/560210",3
"dre00500","dre00500","Starch and sucrose metabolism - Danio rerio (zebrafish)","1/69","38/7368",0.301237958494404,0.553437179559487,0.48670025117823,"445118",1
"dre00062","dre00062","Fatty acid elongation - Danio rerio (zebrafish)","1/69","42/7368",0.32718483120148,0.587445492384476,0.516607628212864,"101884755",1
"dre01200","dre01200","Carbon metabolism - Danio rerio (zebrafish)","2/69","134/7368",0.358346867375264,0.629097833836575,0.553237268930233,"79378/321621",2
"dre02010","dre02010","ABC transporters - Danio rerio (zebrafish)","1/69","49/7368",0.370326535522266,0.635995571875196,0.559303234427221,"566555",1
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","2/69","143/7368",0.388685649525636,0.648968385858894,0.57071170508577,"100126123/560210",2
"dre00620","dre00620","Pyruvate metabolism - Danio rerio (zebrafish)","1/69","55/7368",0.405126705102616,0.648968385858894,0.57071170508577,"378727",1
"dre00071","dre00071","Fatty acid degradation - Danio rerio (zebrafish)","1/69","56/7368",0.410739484720819,0.648968385858894,0.57071170508577,"334561",1
"dre00565","dre00565","Ether lipid metabolism - Danio rerio (zebrafish)","1/69","56/7368",0.410739484720819,0.648968385858894,0.57071170508577,"30554",1
"dre00270","dre00270","Cysteine and methionine metabolism - Danio rerio (zebrafish)","1/69","59/7368",0.427266546935932,0.64911648476805,0.570841945299018,"100005054",1
"dre00280","dre00280","Valine, leucine and isoleucine degradation - Danio rerio (zebrafish)","1/69","59/7368",0.427266546935932,0.64911648476805,0.570841945299018,"378968",1
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","1/69","63/7368",0.448593896224307,0.668658826447552,0.588027748774663,"30554",1
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","1/69","67/7368",0.469138147413854,0.686331734179528,0.603569546380397,"791518",1
"dre04340","dre04340","Hedgehog signaling pathway - Danio rerio (zebrafish)","1/69","69/7368",0.479125509371833,0.688198458915905,0.605211169732841,"30269",1
"dre00561","dre00561","Glycerolipid metabolism - Danio rerio (zebrafish)","1/69","73/7368",0.498547945318139,0.690969959300579,0.607648465207704,"436610",1
"dre03250","dre03250","Viral life cycle - HIV-1 - Danio rerio (zebrafish)","1/69","73/7368",0.498547945318139,0.690969959300579,0.607648465207704,"561067",1
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","2/69","184/7368",0.517740251032812,0.695124533641587,0.611302054901329,"436641/571066",2
"dre04370","dre04370","VEGF signaling pathway - Danio rerio (zebrafish)","1/69","81/7368",0.535276349501487,0.695124533641587,0.611302054901329,"30554",1
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","2/69","193/7368",0.543648768491533,0.695124533641587,0.611302054901329,"562242/100136840",2
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","2/69","194/7368",0.546468786177905,0.695124533641587,0.611302054901329,"541320/570830",2
"dre04330","dre04330","Notch signaling pathway - Danio rerio (zebrafish)","1/69","84/7368",0.548354809382321,0.695124533641587,0.611302054901329,"497616",1
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","1/69","86/7368",0.556871567812123,0.695124533641587,0.611302054901329,"100538016",1
"dre04140","dre04140","Autophagy - animal - Danio rerio (zebrafish)","2/69","200/7368",0.563138862696982,0.695124533641587,0.611302054901329,"562242/436641",2
"dre03083","dre03083","Polycomb repressive complex - Danio rerio (zebrafish)","1/69","90/7368",0.573433031545227,0.696941684493429,0.612900082299352,"550551",1
"dre04150","dre04150","mTOR signaling pathway - Danio rerio (zebrafish)","2/69","208/7368",0.584692779477276,0.699859539071285,0.61546608366029,"562242/406471",2
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","1/69","110/7368",0.647517146794324,0.756155602531988,0.664973614485159,"100005054",1
"dre04012","dre04012","ErbB signaling pathway - Danio rerio (zebrafish)","1/69","111/7368",0.650868113571837,0.756155602531988,0.664973614485159,"562242",1
"dre04912","dre04912","GnRH signaling pathway - Danio rerio (zebrafish)","1/69","132/7368",0.714412956984726,0.817951066692657,0.719317393760365,"30554",1
"dre04916","dre04916","Melanogenesis - Danio rerio (zebrafish)","1/69","147/7368",0.75267931502524,0.849452369814199,0.747020072055125,"100538072",1
"dre04120","dre04120","Ubiquitin mediated proteolysis - Danio rerio (zebrafish)","1/69","161/7368",0.78381287621979,0.871159632374489,0.766109736665107,"406596",1
"dre00230","dre00230","Purine metabolism - Danio rerio (zebrafish)","1/69","166/7368",0.793968272543838,0.871159632374489,0.766109736665107,"100005054",1
"dre04270","dre04270","Vascular smooth muscle contraction - Danio rerio (zebrafish)","1/69","177/7368",0.814684320393845,0.881644675494709,0.775330427483688,"30554",1
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","2/69","341/7368",0.836004466269924,0.888163993430316,0.781063605148579,"100126123/560210",2
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","1/69","201/7368",0.853021214586291,0.888163993430316,0.781063605148579,"100136840",1
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","1/69","202/7368",0.854436246844355,0.888163993430316,0.781063605148579,"553228",1
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","1/69","225/7368",0.883518249550027,0.899480736035735,0.791015703908841,"564241",1
"dre04020","dre04020","Calcium signaling pathway - Danio rerio (zebrafish)","2/69","391/7368",0.888094903934017,0.899480736035735,0.791015703908841,"445232/558477",2
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","1/69","249/7368",0.907759940406468,0.907759940406468,0.798296549857787,"100538072",1
