"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre00040","dre00040","Pentose and glucuronate interconversions - Danio rerio (zebrafish)","3/128","56/7368",0.0730482237145134,0.420928400481208,0.37556518940178,"791210/100384893/553952",3
"dre00053","dre00053","Ascorbate and aldarate metabolism - Danio rerio (zebrafish)","3/128","57/7368",0.0761679962775519,0.420928400481208,0.37556518940178,"791210/100384893/553952",3
"dre01200","dre01200","Carbon metabolism - Danio rerio (zebrafish)","5/128","134/7368",0.0834532214203703,0.438129412456944,0.390912458232261,"792692/768196/541329/79378/436672",5
"dre00520","dre00520","Amino sugar and nucleotide sugar metabolism - Danio rerio (zebrafish)","3/128","65/7368",0.103138071571104,0.515690357855519,0.460114705254548,"406323/406338/322468",3
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","3/128","67/7368",0.110402385715706,0.526920477279508,0.470134561181716,"791210/100384893/553952",3
"dre00020","dre00020","Citrate cycle (TCA cycle) - Danio rerio (zebrafish)","2/128","35/7368",0.123074225291963,0.561860593724179,0.501309201418064,"794259/436672",2
"dre00630","dre00630","Glyoxylate and dicarboxylate metabolism - Danio rerio (zebrafish)","2/128","37/7368",0.134782327435231,0.589672682529135,0.526123997444541,"541329/79378",2
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","7/128","249/7368",0.14199097213017,0.596362082946715,0.532092485035164,"100037358/336121/324244/100329748/100329813/100537244/100331199",7
"dre03266","dre03266","Virion - Herpesvirus - Danio rerio (zebrafish)","1/128","12/7368",0.189788248990411,0.731656244507182,0.652806072793376,"564266",1
"dre04270","dre04270","Vascular smooth muscle contraction - Danio rerio (zebrafish)","5/128","177/7368",0.194074018461018,0.731656244507182,0.652806072793376,"100149388/336121/556591/563892/550561",5
"dre00760","dre00760","Nicotinate and nicotinamide metabolism - Danio rerio (zebrafish)","2/128","47/7368",0.19632273750819,0.731656244507182,0.652806072793376,"402940/791647",2
"dre00250","dre00250","Alanine, aspartate and glutamate metabolism - Danio rerio (zebrafish)","2/128","48/7368",0.202671952098596,0.731656244507182,0.652806072793376,"565235/79378",2
"dre04744","dre04744","Phototransduction - Danio rerio (zebrafish)","2/128","49/7368",0.209044641287766,0.731656244507182,0.652806072793376,"336121/550406",2
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","5/128","193/7368",0.244387862939146,0.760900655692092,0.678898830642568,"100149388/797361/100037358/336121/100537244",5
"dre00360","dre00360","Phenylalanine metabolism - Danio rerio (zebrafish)","1/128","16/7368",0.24473744076719,0.760900655692092,0.678898830642568,"541429",1
"dre00620","dre00620","Pyruvate metabolism - Danio rerio (zebrafish)","2/128","55/7368",0.247628149589047,0.760900655692092,0.678898830642568,"768196/436672",2
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","5/128","194/7368",0.247647041906903,0.760900655692092,0.678898830642568,"557935/436719/81591/114417/445070",5
"dre03050","dre03050","Proteasome - Danio rerio (zebrafish)","2/128","57/7368",0.26056411191475,0.760900655692092,0.678898830642568,"336786/30387",2
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","3/128","102/7368",0.260880224808717,0.760900655692092,0.678898830642568,"558601/79378/553653",3
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","3/128","105/7368",0.275037249387175,0.780511113125767,0.69639588038289,"100535241/564266/436636",3
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","3/128","110/7368",0.298798174823162,0.805967184591479,0.719108565700668,"335716/402940/791647",3
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","2/128","63/7368",0.299359239991121,0.805967184591479,0.719108565700668,"751701/336492",2
"dre00910","dre00910","Nitrogen metabolism - Danio rerio (zebrafish)","1/128","21/7368",0.308250777842485,0.809158291836524,0.7219557691574,"553246",1
"dre03060","dre03060","Protein export - Danio rerio (zebrafish)","1/128","22/7368",0.320302486082061,0.820286854600399,0.731885013127173,"436794",1
"dre04070","dre04070","Phosphatidylinositol signaling system - Danio rerio (zebrafish)","3/128","119/7368",0.341797092044921,0.839473572487981,0.749003989488023,"100149388/336121/406290",3
"dre00650","dre00650","Butanoate metabolism - Danio rerio (zebrafish)","1/128","24/7368",0.34378441539984,0.839473572487981,0.749003989488023,"565235",1
"dre00561","dre00561","Glycerolipid metabolism - Danio rerio (zebrafish)","2/128","73/7368",0.363148636420938,0.866604700549965,0.773211211518264,"325875/565117",2
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","4/128","183/7368",0.393632148802484,0.895112551923318,0.798646788182208,"100535241/436641/564266/436636",4
"dre00591","dre00591","Linoleic acid metabolism - Danio rerio (zebrafish)","1/128","29/7368",0.399026491980409,0.895112551923318,0.798646788182208,"553969",1
"dre04912","dre04912","GnRH signaling pathway - Danio rerio (zebrafish)","3/128","132/7368",0.40348967397163,0.895112551923318,0.798646788182208,"100149388/336121/566945",3
"dre00010","dre00010","Glycolysis / Gluconeogenesis - Danio rerio (zebrafish)","2/128","81/7368",0.412615047649862,0.895112551923318,0.798646788182208,"792692/436672",2
"dre00030","dre00030","Pentose phosphate pathway - Danio rerio (zebrafish)","1/128","33/7368",0.439876937244422,0.895112551923318,0.798646788182208,"792692",1
"dre00052","dre00052","Galactose metabolism - Danio rerio (zebrafish)","1/128","34/7368",0.449651409232523,0.895112551923318,0.798646788182208,"100148922",1
"dre01040","dre01040","Biosynthesis of unsaturated fatty acids - Danio rerio (zebrafish)","1/128","35/7368",0.459256620524892,0.895112551923318,0.798646788182208,"327274",1
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","4/128","201/7368",0.463967289660601,0.895112551923318,0.798646788182208,"100149388/393317/436641/553353",4
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","4/128","201/7368",0.463967289660601,0.895112551923318,0.798646788182208,"327067/100149388/336121/553353",4
"dre00410","dre00410","beta-Alanine metabolism - Danio rerio (zebrafish)","1/128","36/7368",0.468695479460227,0.895112551923318,0.798646788182208,"541429",1
"dre04520","dre04520","Adherens junction - Danio rerio (zebrafish)","3/128","148/7368",0.476992515768004,0.895112551923318,0.798646788182208,"569566/100009637/100537244",3
"dre01230","dre01230","Biosynthesis of amino acids - Danio rerio (zebrafish)","2/128","92/7368",0.477393361025769,0.895112551923318,0.798646788182208,"678634/792692",2
"dre00350","dre00350","Tyrosine metabolism - Danio rerio (zebrafish)","1/128","39/7368",0.496042286784388,0.895575546126065,0.799059885766615,"541429",1
"dre03022","dre03022","Basal transcription factors - Danio rerio (zebrafish)","1/128","40/7368",0.504843840514992,0.895575546126065,0.799059885766615,"751713",1
"dre03015","dre03015","mRNA surveillance pathway - Danio rerio (zebrafish)","2/128","99/7368",0.5163210812886,0.895575546126065,0.799059885766615,"321035/368893",2
"dre00062","dre00062","Fatty acid elongation - Danio rerio (zebrafish)","1/128","42/7368",0.521991957585941,0.895575546126065,0.799059885766615,"327274",1
"dre04020","dre04020","Calcium signaling pathway - Danio rerio (zebrafish)","7/128","391/7368",0.523288685415531,0.895575546126065,0.799059885766615,"570493/327067/100149388/336121/335654/569566/393802",7
"dre04130","dre04130","SNARE interactions in vesicular transport - Danio rerio (zebrafish)","1/128","43/7368",0.530343722454764,0.895575546126065,0.799059885766615,"327007",1
"dre00051","dre00051","Fructose and mannose metabolism - Danio rerio (zebrafish)","1/128","45/7368",0.546615337532931,0.895575546126065,0.799059885766615,"792692",1
"dre04672","dre04672","Intestinal immune network for IgA production - Danio rerio (zebrafish)","1/128","45/7368",0.546615337532931,0.895575546126065,0.799059885766615,"100333914",1
"dre00230","dre00230","Purine metabolism - Danio rerio (zebrafish)","3/128","166/7368",0.554403909506612,0.895575546126065,0.799059885766615,"335716/402940/791647",3
"dre02010","dre02010","ABC transporters - Danio rerio (zebrafish)","1/128","49/7368",0.577499187473382,0.900514763137889,0.803466806208242,"735312",1
"dre03460","dre03460","Fanconi anemia pathway - Danio rerio (zebrafish)","1/128","51/7368",0.592148958828619,0.900514763137889,0.803466806208242,"100332714",1
"dre00380","dre00380","Tryptophan metabolism - Danio rerio (zebrafish)","1/128","53/7368",0.606294596385003,0.900514763137889,0.803466806208242,"368242",1
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","3/128","184/7368",0.624705374367722,0.900514763137889,0.803466806208242,"436641/571066/100007877",3
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","4/128","248/7368",0.630405301739539,0.900514763137889,0.803466806208242,"436719/81591/445070/100537244",4
"dre00270","dre00270","Cysteine and methionine metabolism - Danio rerio (zebrafish)","1/128","59/7368",0.645875973910887,0.900514763137889,0.803466806208242,"678634",1
"dre00280","dre00280","Valine, leucine and isoleucine degradation - Danio rerio (zebrafish)","1/128","59/7368",0.645875973910887,0.900514763137889,0.803466806208242,"777632",1
"dre03420","dre03420","Nucleotide excision repair - Danio rerio (zebrafish)","1/128","59/7368",0.645875973910887,0.900514763137889,0.803466806208242,"751713",1
"dre04625","dre04625","C-type lectin receptor signaling pathway - Danio rerio (zebrafish)","2/128","129/7368",0.660507386901484,0.900514763137889,0.803466806208242,"100149388/336121",2
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","5/128","321/7368",0.661738803365485,0.900514763137889,0.803466806208242,"557935/569566/100009637/564266/100537244",5
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","3/128","197/7368",0.670601768033382,0.900514763137889,0.803466806208242,"327067/553353/336426",3
"dre04540","dre04540","Gap junction - Danio rerio (zebrafish)","2/128","132/7368",0.672874119422005,0.900514763137889,0.803466806208242,"100149388/326020",2
"dre04140","dre04140","Autophagy - animal - Danio rerio (zebrafish)","3/128","200/7368",0.680597738972646,0.900514763137889,0.803466806208242,"100149388/436641/327007",3
"dre03010","dre03010","Ribosome - Danio rerio (zebrafish)","2/128","138/7368",0.69651988261232,0.900514763137889,0.803466806208242,"436759/100073334",2
"dre00330","dre00330","Arginine and proline metabolism - Danio rerio (zebrafish)","1/128","68/7368",0.69796315992662,0.900514763137889,0.803466806208242,"436664",1
"dre00240","dre00240","Pyrimidine metabolism - Danio rerio (zebrafish)","1/128","69/7368",0.703259148355304,0.900514763137889,0.803466806208242,"335716",1
"dre04340","dre04340","Hedgehog signaling pathway - Danio rerio (zebrafish)","1/128","69/7368",0.703259148355304,0.900514763137889,0.803466806208242,"101886177",1
"dre03250","dre03250","Viral life cycle - HIV-1 - Danio rerio (zebrafish)","1/128","73/7368",0.723537392554826,0.901505469806104,0.804350744989907,"561067",1
"dre00600","dre00600","Sphingolipid metabolism - Danio rerio (zebrafish)","1/128","74/7368",0.728388278607325,0.901505469806104,0.804350744989907,"557756",1
"dre03008","dre03008","Ribosome biogenesis in eukaryotes - Danio rerio (zebrafish)","1/128","76/7368",0.737838125298042,0.901505469806104,0.804350744989907,"553787",1
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","2/128","151/7368",0.742949394785585,0.901505469806104,0.804350744989907,"100149388/336121",2
"dre01212","dre01212","Fatty acid metabolism - Danio rerio (zebrafish)","1/128","78/7368",0.7469616749822,0.901505469806104,0.804350744989907,"327274",1
"dre00310","dre00310","Lysine degradation - Danio rerio (zebrafish)","1/128","84/7368",0.772484465329201,0.920709488976861,0.821485158084618,"558601",1
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","1/128","86/7368",0.780410900180387,0.920709488976861,0.821485158084618,"321035",1
"dre04920","dre04920","Adipocytokine signaling pathway - Danio rerio (zebrafish)","1/128","96/7368",0.816115412442774,0.94540627483041,0.843520385562973,"436636",1
"dre00562","dre00562","Inositol phosphate metabolism - Danio rerio (zebrafish)","1/128","97/7368",0.819352104853022,0.94540627483041,0.843520385562973,"406290",1
"dre03013","dre03013","Nucleocytoplasmic transport - Danio rerio (zebrafish)","1/128","110/7368",0.856624847062935,0.969045608511809,0.864612121880211,"368893",1
"dre04010","dre04010","MAPK signaling pathway - Danio rerio (zebrafish)","5/128","420/7368",0.862292475255013,0.969045608511809,0.864612121880211,"405817/569566/324215/30747/58118",5
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","3/128","278/7368",0.867526544762953,0.969045608511809,0.864612121880211,"100535241/564266/100537244",3
"dre03082","dre03082","ATP-dependent chromatin remodeling - Danio rerio (zebrafish)","1/128","141/7368",0.917505970565994,0.981773556440075,0.87596838619716,"796934",1
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","1/128","143/7368",0.920402454378029,0.981773556440075,0.87596838619716,"368893",1
"dre04916","dre04916","Melanogenesis - Danio rerio (zebrafish)","1/128","147/7368",0.925896113675093,0.981773556440075,0.87596838619716,"336121",1
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","3/128","341/7368",0.940364420859185,0.981773556440075,0.87596838619716,"100009637/336426/550406",3
"dre04621","dre04621","NOD-like receptor signaling pathway - Danio rerio (zebrafish)","1/128","173/7368",0.953491172130035,0.981773556440075,0.87596838619716,"100149388",1
"dre04910","dre04910","Insulin signaling pathway - Danio rerio (zebrafish)","1/128","180/7368",0.958985022934984,0.981773556440075,0.87596838619716,"336121",1
"dre04141","dre04141","Protein processing in endoplasmic reticulum - Danio rerio (zebrafish)","1/128","202/7368",0.972393278265974,0.981773556440075,0.87596838619716,"553353",1
"dre05168","dre05168","Herpes simplex virus 1 infection - Danio rerio (zebrafish)","1/128","204/7368",0.973370767304307,0.981773556440075,0.87596838619716,"564266",1
"dre04060","dre04060","Cytokine-cytokine receptor interaction - Danio rerio (zebrafish)","1/128","224/7368",0.981441032954375,0.981773556440075,0.87596838619716,"100333914",1
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","2/128","332/7368",0.981446145568452,0.981773556440075,0.87596838619716,"100009637/100537244",2
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","1/128","225/7368",0.981773556440075,0.981773556440075,0.87596838619716,"568214",1
