"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre00052","dre00052","Galactose metabolism - Danio rerio (zebrafish)","1/80","34/7368",0.310660280257626,0.631028694273302,0.490516231985725,"100148922",1
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","3/80","194/7368",0.352586151041908,0.677870810221935,0.526927917257536,"436719/81591/445070",3
"dre03440","dre03440","Homologous recombination - Danio rerio (zebrafish)","1/80","40/7368",0.35457857765455,0.677870810221935,0.526927917257536,"406487",1
"dre02010","dre02010","ABC transporters - Danio rerio (zebrafish)","1/80","49/7368",0.415325268610017,0.75402784067401,0.586126904491538,"568482",1
"dre03460","dre03460","Fanconi anemia pathway - Danio rerio (zebrafish)","1/80","51/7368",0.428037800093374,0.75402784067401,0.586126904491538,"406487",1
"dre01200","dre01200","Carbon metabolism - Danio rerio (zebrafish)","2/80","134/7368",0.429215847768283,0.75402784067401,0.586126904491538,"79378/393668",2
"dre03082","dre03082","ATP-dependent chromatin remodeling - Danio rerio (zebrafish)","2/80","141/7368",0.455110967207564,0.773849320913509,0.601534694799165,"796934/799716",2
"dre03050","dre03050","Proteasome - Danio rerio (zebrafish)","1/80","57/7368",0.464560277764035,0.773849320913509,0.601534694799165,"436709",1
"dre00280","dre00280","Valine, leucine and isoleucine degradation - Danio rerio (zebrafish)","1/80","59/7368",0.476214966716005,0.773849320913509,0.601534694799165,"777632",1
"dre04216","dre04216","Ferroptosis - Danio rerio (zebrafish)","1/80","62/7368",0.493228829965996,0.781948145068042,0.607830137056939,"796322",1
"dre00240","dre00240","Pyrimidine metabolism - Danio rerio (zebrafish)","1/80","69/7368",0.530834469478714,0.785645064446267,0.6107038557639,"494065",1
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","1/80","69/7368",0.530834469478714,0.785645064446267,0.6107038557639,"322533",1
"dre00561","dre00561","Glycerolipid metabolism - Danio rerio (zebrafish)","1/80","73/7368",0.551071835974698,0.785645064446267,0.6107038557639,"325875",1
"dre03250","dre03250","Viral life cycle - HIV-1 - Danio rerio (zebrafish)","1/80","73/7368",0.551071835974698,0.785645064446267,0.6107038557639,"799716",1
"dre00600","dre00600","Sphingolipid metabolism - Danio rerio (zebrafish)","1/80","74/7368",0.555994968685051,0.785645064446267,0.6107038557639,"100332380",1
"dre00010","dre00010","Glycolysis / Gluconeogenesis - Danio rerio (zebrafish)","1/80","81/7368",0.588995411751833,0.794394060880411,0.617504695097324,"393668",1
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","2/80","183/7368",0.595286452505617,0.794394060880411,0.617504695097324,"436636/792024",2
"dre00310","dre00310","Lysine degradation - Danio rerio (zebrafish)","1/80","84/7368",0.602385748142207,0.794394060880411,0.617504695097324,"558601",1
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","1/80","86/7368",0.611072354523393,0.794394060880411,0.617504695097324,"393668",1
"dre04920","dre04920","Adipocytokine signaling pathway - Danio rerio (zebrafish)","1/80","96/7368",0.651772230327907,0.830690097476744,0.645718618281518,"436636",1
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","1/80","105/7368",0.684788724773267,0.850003021642069,0.660731093746062,"436636",1
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","1/80","110/7368",0.701774899987288,0.850003021642069,0.660731093746062,"431724",1
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","3/80","332/7368",0.706156356441104,0.850003021642069,0.660731093746062,"449788/100009637/792024",3
"dre04540","dre04540","Gap junction - Danio rerio (zebrafish)","1/80","132/7368",0.766389360791903,0.905732880935886,0.704051470201174,"792024",1
"dre04520","dre04520","Adherens junction - Danio rerio (zebrafish)","1/80","148/7368",0.804493876580258,0.914150938043974,0.710595061151591,"100009637",1
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","1/80","151/7368",0.81092183245854,0.914150938043974,0.710595061151591,"559665",1
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","1/80","184/7368",0.869223150239117,0.914150938043974,0.710595061151591,"571066",1
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","1/80","191/7368",0.879087007328329,0.914150938043974,0.710595061151591,"559665",1
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","1/80","193/7368",0.881767735922976,0.914150938043974,0.710595061151591,"797361",1
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","1/80","197/7368",0.886954341659795,0.914150938043974,0.710595061151591,"100000775",1
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","2/80","341/7368",0.891096267630752,0.914150938043974,0.710595061151591,"100009637/571767",2
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","1/80","201/7368",0.891916142064621,0.914150938043974,0.710595061151591,"792024",1
"dre04150","dre04150","mTOR signaling pathway - Danio rerio (zebrafish)","1/80","208/7368",0.900087077458682,0.914150938043974,0.710595061151591,"796322",1
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","1/80","321/7368",0.972214067574141,0.972214067574141,0.755729153741843,"100009637",1
