"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","5/115","183/7368",0.157401709390792,0.6506150359161,0.631591204456565,"100535241/436641/494477/564266/100004793",5
"dre00260","dre00260","Glycine, serine and threonine metabolism - Danio rerio (zebrafish)","2/115","47/7368",0.166484479976997,0.6506150359161,0.631591204456565,"558601/541429",2
"dre00760","dre00760","Nicotinate and nicotinamide metabolism - Danio rerio (zebrafish)","2/115","47/7368",0.166484479976997,0.6506150359161,0.631591204456565,"402940/791647",2
"dre03266","dre03266","Virion - Herpesvirus - Danio rerio (zebrafish)","1/115","12/7368",0.17214366504535,0.6506150359161,0.631591204456565,"564266",1
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","5/115","193/7368",0.183220273790352,0.6506150359161,0.631591204456565,"100149388/797361/569499/557026/557486",5
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","4/115","145/7368",0.190510006457321,0.6506150359161,0.631591204456565,"324244/100329748/100329813/559964",4
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","6/115","249/7368",0.193050795359288,0.6506150359161,0.631591204456565,"569499/324244/557026/100329748/100329813/559964",6
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","5/115","201/7368",0.204936279105532,0.6506150359161,0.631591204456565,"100149388/393317/436641/553353/100002454",5
"dre04010","dre04010","MAPK signaling pathway - Danio rerio (zebrafish)","9/115","420/7368",0.208402736035447,0.6506150359161,0.631591204456565,"563904/405817/560932/569566/324215/30747/58118/559964/404626",9
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","4/115","151/7368",0.209814290285891,0.6506150359161,0.631591204456565,"100149388/569499/557026/100330483",4
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","3/115","102/7368",0.212970762594826,0.6506150359161,0.631591204456565,"558601/553653/100332846",3
"dre00040","dre00040","Pentose and glucuronate interconversions - Danio rerio (zebrafish)","2/115","56/7368",0.217465227671531,0.6506150359161,0.631591204456565,"555748/553952",2
"dre00360","dre00360","Phenylalanine metabolism - Danio rerio (zebrafish)","1/115","16/7368",0.222721497524506,0.6506150359161,0.631591204456565,"541429",1
"dre03050","dre03050","Proteasome - Danio rerio (zebrafish)","2/115","57/7368",0.223226355275842,0.6506150359161,0.631591204456565,"336786/30387",2
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","3/115","105/7368",0.225259543507341,0.6506150359161,0.631591204456565,"100535241/564266/30037",3
"dre00270","dre00270","Cysteine and methionine metabolism - Danio rerio (zebrafish)","2/115","59/7368",0.234783570141993,0.6506150359161,0.631591204456565,"100002302/553187",2
"dre04216","dre04216","Ferroptosis - Danio rerio (zebrafish)","2/115","62/7368",0.252181046341286,0.6506150359161,0.631591204456565,"494477/100332846",2
"dre04914","dre04914","Progesterone-mediated oocyte maturation - Danio rerio (zebrafish)","3/115","112/7368",0.25443288614209,0.6506150359161,0.631591204456565,"569499/557026/100330483",3
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","2/115","63/7368",0.257990128411331,0.6506150359161,0.631591204456565,"751701/336492",2
"dre00230","dre00230","Purine metabolism - Danio rerio (zebrafish)","4/115","166/7368",0.26024601436644,0.6506150359161,0.631591204456565,"402940/569499/557026/791647",4
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","2/115","67/7368",0.281235772465483,0.659024350309883,0.639754632464565,"664750/553952",2
"dre00910","dre00910","Nitrogen metabolism - Danio rerio (zebrafish)","1/115","21/7368",0.281655721590875,0.659024350309883,0.639754632464565,"553246",1
"dre00061","dre00061","Fatty acid biosynthesis - Danio rerio (zebrafish)","1/115","22/7368",0.292899711248837,0.659024350309883,0.639754632464565,"100332846",1
"dre03060","dre03060","Protein export - Danio rerio (zebrafish)","1/115","22/7368",0.292899711248837,0.659024350309883,0.639754632464565,"436794",1
"dre00982","dre00982","Drug metabolism - cytochrome P450 - Danio rerio (zebrafish)","2/115","72/7368",0.31021119989023,0.680951414393188,0.661040554323211,"553169/553952",2
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","4/115","184/7368",0.323435564580142,0.69307620981459,0.672810823562702,"436641/571066/100007877/100333625",4
"dre00980","dre00980","Metabolism of xenobiotics by cytochrome P450 - Danio rerio (zebrafish)","2/115","76/7368",0.333230691431068,0.697459586716189,0.677066031549049,"553169/553952",2
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","4/115","194/7368",0.35910124334349,0.73452527047532,0.713047923385399,"557935/114417/140820/100147967",4
"dre00220","dre00220","Arginine biosynthesis - Danio rerio (zebrafish)","1/115","31/7368",0.386557193937649,0.758440321505418,0.73626370391754,"100006303",1
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","4/115","202/7368",0.387647275436102,0.758440321505418,0.73626370391754,"555748/664750/494176/553952",4
"dre00020","dre00020","Citrate cycle (TCA cycle) - Danio rerio (zebrafish)","1/115","35/7368",0.424130230445683,0.812164271066202,0.788416777760173,"794259",1
"dre00410","dre00410","beta-Alanine metabolism - Danio rerio (zebrafish)","1/115","36/7368",0.433161325972582,0.812177486198591,0.788429606485182,"541429",1
"dre00350","dre00350","Tyrosine metabolism - Danio rerio (zebrafish)","1/115","39/7368",0.459420728999132,0.825711188991293,0.801567586974003,"541429",1
"dre03015","dre03015","mRNA surveillance pathway - Danio rerio (zebrafish)","2/115","99/7368",0.459789170505611,0.825711188991293,0.801567586974003,"321035/368893",2
"dre03022","dre03022","Basal transcription factors - Danio rerio (zebrafish)","1/115","40/7368",0.467903007095066,0.825711188991293,0.801567586974003,"751713",1
"dre00983","dre00983","Drug metabolism - other enzymes - Danio rerio (zebrafish)","2/115","105/7368",0.490560232683547,0.828256926028893,0.804038887256118,"553169/553952",2
"dre04130","dre04130","SNARE interactions in vesicular transport - Danio rerio (zebrafish)","1/115","43/7368",0.492566209617117,0.828256926028893,0.804038887256118,"327007",1
"dre01250","dre01250","Biosynthesis of nucleotide sugars - Danio rerio (zebrafish)","1/115","45/7368",0.508375283000316,0.828256926028893,0.804038887256118,"555748",1
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","2/115","110/7368",0.515359865084644,0.828256926028893,0.804038887256118,"402940/791647",2
"dre03013","dre03013","Nucleocytoplasmic transport - Danio rerio (zebrafish)","2/115","110/7368",0.515359865084644,0.828256926028893,0.804038887256118,"445382/368893",2
"dre00250","dre00250","Alanine, aspartate and glutamate metabolism - Danio rerio (zebrafish)","1/115","48/7368",0.531177872127576,0.835670555825152,0.811235744251317,"100006303",1
"dre02010","dre02010","ABC transporters - Danio rerio (zebrafish)","1/115","49/7368",0.53854324708732,0.835670555825152,0.811235744251317,"735312",1
"dre00071","dre00071","Fatty acid degradation - Danio rerio (zebrafish)","1/115","56/7368",0.586985973660337,0.846735781580638,0.82197742539407,"100332846",1
"dre00053","dre00053","Ascorbate and aldarate metabolism - Danio rerio (zebrafish)","1/115","57/7368",0.593481681131489,0.846735781580638,0.82197742539407,"553952",1
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","3/115","197/7368",0.598361883628827,0.846735781580638,0.82197742539407,"327067/553353/336426",3
"dre00280","dre00280","Valine, leucine and isoleucine degradation - Danio rerio (zebrafish)","1/115","59/7368",0.60617080022687,0.846735781580638,0.82197742539407,"777632",1
"dre03420","dre03420","Nucleotide excision repair - Danio rerio (zebrafish)","1/115","59/7368",0.60617080022687,0.846735781580638,0.82197742539407,"751713",1
"dre04140","dre04140","Autophagy - animal - Danio rerio (zebrafish)","3/115","200/7368",0.608687514126501,0.846735781580638,0.82197742539407,"100149388/436641/327007",3
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","3/115","201/7368",0.612090594975564,0.846735781580638,0.82197742539407,"327067/100149388/553353",3
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","5/115","341/7368",0.620939573159135,0.846735781580638,0.82197742539407,"494477/568170/324332/100009637/336426",5
"dre00510","dre00510","N-Glycan biosynthesis - Danio rerio (zebrafish)","1/115","63/7368",0.630382863217365,0.846782950590491,0.822023215193108,"570828",1
"dre00330","dre00330","Arginine and proline metabolism - Danio rerio (zebrafish)","1/115","68/7368",0.658582375630715,0.855809653131391,0.830785979063222,"436664",1
"dre04916","dre04916","Melanogenesis - Danio rerio (zebrafish)","2/115","147/7368",0.67320011175076,0.855809653131391,0.830785979063222,"569499/557026",2
"dre04520","dre04520","Adherens junction - Danio rerio (zebrafish)","2/115","148/7368",0.676832366046899,0.855809653131391,0.830785979063222,"569566/100009637",2
"dre00561","dre00561","Glycerolipid metabolism - Danio rerio (zebrafish)","1/115","73/7368",0.684647722505113,0.855809653131391,0.830785979063222,"565117",1
"dre03250","dre03250","Viral life cycle - HIV-1 - Danio rerio (zebrafish)","1/115","73/7368",0.684647722505113,0.855809653131391,0.830785979063222,"561067",1
"dre01212","dre01212","Fatty acid metabolism - Danio rerio (zebrafish)","1/115","78/7368",0.708739109696231,0.87059085022319,0.845134977409647,"100332846",1
"dre04120","dre04120","Ubiquitin mediated proteolysis - Danio rerio (zebrafish)","2/115","161/7368",0.721139558097983,0.87059085022319,0.845134977409647,"565844/557472",2
"dre00310","dre00310","Lysine degradation - Danio rerio (zebrafish)","1/115","84/7368",0.735251135998721,0.87059085022319,0.845134977409647,"558601",1
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","1/115","86/7368",0.743545434317518,0.87059085022319,0.845134977409647,"321035",1
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","4/115","321/7368",0.744838838524285,0.87059085022319,0.845134977409647,"557935/569566/100009637/564266",4
"dre04920","dre04920","Adipocytokine signaling pathway - Danio rerio (zebrafish)","1/115","96/7368",0.781307125519842,0.901508221753663,0.875148332228703,"100332846",1
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","3/115","278/7368",0.815215333393,0.928726329181899,0.901570588562546,"100535241/564266/30037",3
"dre04070","dre04070","Phosphatidylinositol signaling system - Danio rerio (zebrafish)","1/115","119/7368",0.848516362444604,0.95458090775018,0.926669185301344,"100149388",1
"dre04625","dre04625","C-type lectin receptor signaling pathway - Danio rerio (zebrafish)","1/115","129/7368",0.870916040016307,0.965816450340822,0.937576203254833,"100149388",1
"dre03082","dre03082","ATP-dependent chromatin remodeling - Danio rerio (zebrafish)","1/115","141/7368",0.89349933891116,0.965816450340822,0.937576203254833,"796934",1
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","1/115","143/7368",0.89686199697724,0.965816450340822,0.937576203254833,"368893",1
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","2/115","248/7368",0.904177398623347,0.965816450340822,0.937576203254833,"560912/497638",2
"dre04350","dre04350","TGF-beta signaling pathway - Danio rerio (zebrafish)","1/115","153/7368",0.912159980877443,0.965816450340822,0.937576203254833,"494477",1
"dre04621","dre04621","NOD-like receptor signaling pathway - Danio rerio (zebrafish)","1/115","173/7368",0.936328202922799,0.979878351895952,0.951226938097825,"100149388",1
"dre04141","dre04141","Protein processing in endoplasmic reticulum - Danio rerio (zebrafish)","1/115","202/7368",0.960132471638175,0.983251923366039,0.954501867127266,"553353",1
"dre05168","dre05168","Herpes simplex virus 1 infection - Danio rerio (zebrafish)","1/115","204/7368",0.961401880624572,0.983251923366039,0.954501867127266,"564266",1
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","1/115","225/7368",0.972535692400098,0.983463059730436,0.954706829913757,"568214",1
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","1/115","332/7368",0.995226493620454,0.995226493620454,0.966126303748511,"100009637",1
