"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","5/254","105/7368",0.295438277986332,0.99160250245688,0.944383335673219,"394012/369191/565429/569971/562345",5
"dre00565","dre00565","Ether lipid metabolism - Danio rerio (zebrafish)","3/254","56/7368",0.304050760836713,0.99160250245688,0.944383335673219,"553508/30554/386801",3
"dre00270","dre00270","Cysteine and methionine metabolism - Danio rerio (zebrafish)","3/254","59/7368",0.332639919991441,0.99160250245688,0.944383335673219,"100002302/553187/30659",3
"dre04012","dre04012","ErbB signaling pathway - Danio rerio (zebrafish)","5/254","111/7368",0.336384148840241,0.99160250245688,0.944383335673219,"100536197/404211/405898/562011/567895",5
"dre03266","dre03266","Virion - Herpesvirus - Danio rerio (zebrafish)","1/254","12/7368",0.343806569907822,0.99160250245688,0.944383335673219,"557061",1
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","8/254","194/7368",0.353341621987177,0.99160250245688,0.944383335673219,"100002407/394012/692273/563345/140820/566220/556537/337077",8
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","13/254","332/7368",0.358140416865924,0.99160250245688,0.944383335673219,"334108/100003363/100005026/569358/767738/100329883/556371/565155/562552/562529/386590/557526/565563",13
"dre03082","dre03082","ATP-dependent chromatin remodeling - Danio rerio (zebrafish)","6/254","141/7368",0.358865667555823,0.99160250245688,0.944383335673219,"557263/562045/562738/445141/562355/110440037",6
"dre03083","dre03083","Polycomb repressive complex - Danio rerio (zebrafish)","4/254","90/7368",0.376219822364514,0.993628282173522,0.946312649689068,"564853/558560/561863/100001914",4
"dre00512","dre00512","Mucin type O-glycan biosynthesis - Danio rerio (zebrafish)","2/254","39/7368",0.39124644718421,0.993628282173522,0.946312649689068,"445562/559736",2
"dre03440","dre03440","Homologous recombination - Danio rerio (zebrafish)","2/254","40/7368",0.403504649797808,0.993628282173522,0.946312649689068,"403064/566758",2
"dre04920","dre04920","Adipocytokine signaling pathway - Danio rerio (zebrafish)","4/254","96/7368",0.42333918767277,0.993628282173522,0.946312649689068,"572074/100333227/550361/557526",4
"dre00062","dre00062","Fatty acid elongation - Danio rerio (zebrafish)","2/254","42/7368",0.427660502021858,0.993628282173522,0.946312649689068,"406830/767653",2
"dre00561","dre00561","Glycerolipid metabolism - Danio rerio (zebrafish)","3/254","73/7368",0.463364973028955,0.993628282173522,0.946312649689068,"110438373/100137124/567728",3
"dre00603","dre00603","Glycosphingolipid biosynthesis - globo and isoglobo series - Danio rerio (zebrafish)","1/254","18/7368",0.468584921120412,0.993628282173522,0.946312649689068,"445562",1
"dre00600","dre00600","Sphingolipid metabolism - Danio rerio (zebrafish)","3/254","74/7368",0.472333539176834,0.993628282173522,0.946312649689068,"553508/555411/793635",3
"dre00910","dre00910","Nitrogen metabolism - Danio rerio (zebrafish)","1/254","21/7368",0.521803569507411,0.993628282173522,0.946312649689068,"564201",1
"dre00533","dre00533","Glycosaminoglycan biosynthesis - keratan sulfate - Danio rerio (zebrafish)","1/254","22/7368",0.538335745000145,0.993628282173522,0.946312649689068,"445562",1
"dre00592","dre00592","alpha-Linolenic acid metabolism - Danio rerio (zebrafish)","1/254","22/7368",0.538335745000145,0.993628282173522,0.946312649689068,"30554",1
"dre00900","dre00900","Terpenoid backbone biosynthesis - Danio rerio (zebrafish)","1/254","22/7368",0.538335745000145,0.993628282173522,0.946312649689068,"557720",1
"dre03060","dre03060","Protein export - Danio rerio (zebrafish)","1/254","22/7368",0.538335745000145,0.993628282173522,0.946312649689068,"378848",1
"dre04914","dre04914","Progesterone-mediated oocyte maturation - Danio rerio (zebrafish)","4/254","112/7368",0.543272909267595,0.993628282173522,0.946312649689068,"245701/404211/565155/562552",4
"dre00513","dre00513","Various types of N-glycan biosynthesis - Danio rerio (zebrafish)","2/254","53/7368",0.550297740515603,0.993628282173522,0.946312649689068,"565184/556237",2
"dre00563","dre00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Danio rerio (zebrafish)","1/254","23/7368",0.554298543907028,0.993628282173522,0.946312649689068,"100147850",1
"dre04270","dre04270","Vascular smooth muscle contraction - Danio rerio (zebrafish)","6/254","177/7368",0.575671889136829,0.993628282173522,0.946312649689068,"403310/562585/30554/493613/563953/170581",6
"dre00071","dre00071","Fatty acid degradation - Danio rerio (zebrafish)","2/254","56/7368",0.580405608492895,0.993628282173522,0.946312649689068,"100333227/550361",2
"dre04350","dre04350","TGF-beta signaling pathway - Danio rerio (zebrafish)","5/254","153/7368",0.612157272010612,0.993628282173522,0.946312649689068,"560317/100331938/792928/562822/555655",5
"dre00120","dre00120","Primary bile acid biosynthesis - Danio rerio (zebrafish)","1/254","28/7368",0.626232710868797,0.993628282173522,0.946312649689068,"570455",1
"dre03320","dre03320","PPAR signaling pathway - Danio rerio (zebrafish)","3/254","94/7368",0.634576106171477,0.993628282173522,0.946312649689068,"550432/100333227/550361",3
"dre00591","dre00591","Linoleic acid metabolism - Danio rerio (zebrafish)","1/254","29/7368",0.639166892263801,0.993628282173522,0.946312649689068,"30554",1
"dre00510","dre00510","N-Glycan biosynthesis - Danio rerio (zebrafish)","2/254","63/7368",0.644820916919575,0.993628282173522,0.946312649689068,"799960/556237",2
"dre04625","dre04625","C-type lectin receptor signaling pathway - Danio rerio (zebrafish)","4/254","129/7368",0.655232178180041,0.993628282173522,0.946312649689068,"565241/562585/404211/562552",4
"dre00562","dre00562","Inositol phosphate metabolism - Danio rerio (zebrafish)","3/254","97/7368",0.655709377668572,0.993628282173522,0.946312649689068,"559198/556956/100317089",3
"dre04120","dre04120","Ubiquitin mediated proteolysis - Danio rerio (zebrafish)","5/254","161/7368",0.657051712135768,0.993628282173522,0.946312649689068,"557513/796547/100330031/100001914/100330952",5
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","7/254","225/7368",0.663501940047459,0.993628282173522,0.946312649689068,"565241/565771/794221/567746/798465/560317/568518",7
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","10/254","321/7368",0.675435536207874,0.993628282173522,0.946312649689068,"565771/394012/101886694/791177/101885761/100536197/404211/405898/352938/565130",10
"dre04622","dre04622","RIG-I-like receptor signaling pathway - Danio rerio (zebrafish)","2/254","67/7368",0.67799654090464,0.993628282173522,0.946312649689068,"562552/557526",2
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","6/254","201/7368",0.698027114948492,0.993628282173522,0.946312649689068,"403064/562585/404211/558237/557526/100002454",6
"dre01040","dre01040","Biosynthesis of unsaturated fatty acids - Danio rerio (zebrafish)","1/254","35/7368",0.707926374540489,0.993628282173522,0.946312649689068,"767653",1
"dre04150","dre04150","mTOR signaling pathway - Danio rerio (zebrafish)","6/254","208/7368",0.728914387747989,0.993628282173522,0.946312649689068,"567746/245701/404211/572074/245700/568518",6
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","4/254","143/7368",0.732556517414217,0.993628282173522,0.946312649689068,"100126123/30671/560210/798846",4
"dre00564","dre00564","Glycerophospholipid metabolism - Danio rerio (zebrafish)","3/254","112/7368",0.748142007271304,0.993628282173522,0.946312649689068,"30554/100137124/567728",3
"dre03022","dre03022","Basal transcription factors - Danio rerio (zebrafish)","1/254","40/7368",0.755137533932086,0.993628282173522,0.946312649689068,"555452",1
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","5/254","184/7368",0.766609300524653,0.993628282173522,0.946312649689068,"100329879/406830/557061/100000165/100334661",5
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","4/254","151/7368",0.77054091055596,0.993628282173522,0.946312649689068,"565241/562585/245701/562552",4
"dre04130","dre04130","SNARE interactions in vesicular transport - Danio rerio (zebrafish)","1/254","43/7368",0.779730372123038,0.993628282173522,0.946312649689068,"571872",1
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","5/254","191/7368",0.794147649623763,0.993628282173522,0.946312649689068,"327226/794108/323299/403064/560317",5
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","2/254","86/7368",0.802498606395595,0.993628282173522,0.946312649689068,"324048/394064",2
"dre00260","dre00260","Glycine, serine and threonine metabolism - Danio rerio (zebrafish)","1/254","47/7368",0.808735368398892,0.993628282173522,0.946312649689068,"619259",1
"dre00760","dre00760","Nicotinate and nicotinamide metabolism - Danio rerio (zebrafish)","1/254","47/7368",0.808735368398892,0.993628282173522,0.946312649689068,"550242",1
"dre00250","dre00250","Alanine, aspartate and glutamate metabolism - Danio rerio (zebrafish)","1/254","48/7368",0.815371240059414,0.993628282173522,0.946312649689068,"564147",1
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","5/254","197/7368",0.815682943906974,0.993628282173522,0.946312649689068,"564497/30554/565155/557526/566871",5
"dre04115","dre04115","p53 signaling pathway - Danio rerio (zebrafish)","2/254","90/7368",0.822544238386617,0.993628282173522,0.946312649689068,"403064/100147851",2
"dre04540","dre04540","Gap junction - Danio rerio (zebrafish)","3/254","132/7368",0.839365980972883,0.993628282173522,0.946312649689068,"562585/493613/563953",3
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","2/254","102/7368",0.872185771922992,0.993628282173522,0.946312649689068,"619259/386801",2
"dre03420","dre03420","Nucleotide excision repair - Danio rerio (zebrafish)","1/254","59/7368",0.874838715534899,0.993628282173522,0.946312649689068,"560477",1
"dre04620","dre04620","Toll-like receptor signaling pathway - Danio rerio (zebrafish)","2/254","106/7368",0.885672875781929,0.993628282173522,0.946312649689068,"404211/562552",2
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","1/254","63/7368",0.891354086324145,0.993628282173522,0.946312649689068,"30554",1
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","1/254","67/7368",0.905697648977641,0.993628282173522,0.946312649689068,"100329531",1
"dre00970","dre00970","Aminoacyl-tRNA biosynthesis - Danio rerio (zebrafish)","1/254","67/7368",0.905697648977641,0.993628282173522,0.946312649689068,"324940",1
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","1/254","69/7368",0.912145457419155,0.993628282173522,0.946312649689068,"794084",1
"dre04340","dre04340","Hedgehog signaling pathway - Danio rerio (zebrafish)","1/254","69/7368",0.912145457419155,0.993628282173522,0.946312649689068,"568184",1
"dre05168","dre05168","Herpes simplex virus 1 infection - Danio rerio (zebrafish)","4/254","204/7368",0.926287852005477,0.993628282173522,0.946312649689068,"564853/557055/404211/557526",4
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","5/254","248/7368",0.93441483045227,0.993628282173522,0.946312649689068,"403310/100536545/572074/335865/558752",5
"dre00010","dre00010","Glycolysis / Gluconeogenesis - Danio rerio (zebrafish)","1/254","81/7368",0.942583846968128,0.993628282173522,0.946312649689068,"566398",1
"dre00140","dre00140","Steroid hormone biosynthesis - Danio rerio (zebrafish)","1/254","82/7368",0.944585178499636,0.993628282173522,0.946312649689068,"570455",1
"dre04060","dre04060","Cytokine-cytokine receptor interaction - Danio rerio (zebrafish)","4/254","224/7368",0.95406200425834,0.993628282173522,0.946312649689068,"100331938/792928/562822/555655",4
"dre04137","dre04137","Mitophagy - animal - Danio rerio (zebrafish)","1/254","94/7368",0.963812379418042,0.993628282173522,0.946312649689068,"114834",1
"dre04916","dre04916","Melanogenesis - Danio rerio (zebrafish)","2/254","147/7368",0.965261974199499,0.993628282173522,0.946312649689068,"567746/563953",2
"dre03015","dre03015","mRNA surveillance pathway - Danio rerio (zebrafish)","1/254","99/7368",0.969705939144501,0.993628282173522,0.946312649689068,"558752",1
"dre04140","dre04140","Autophagy - animal - Danio rerio (zebrafish)","3/254","200/7368",0.971468794987515,0.993628282173522,0.946312649689068,"245701/404211/572074",3
"dre03013","dre03013","Nucleocytoplasmic transport - Danio rerio (zebrafish)","1/254","110/7368",0.979520400132709,0.993628282173522,0.946312649689068,"558662",1
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","2/254","183/7368",0.988438717184732,0.993628282173522,0.946312649689068,"100005026/60658",2
"dre01200","dre01200","Carbon metabolism - Danio rerio (zebrafish)","1/254","134/7368",0.991301960023497,0.993628282173522,0.946312649689068,"566398",1
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","2/254","202/7368",0.993628282173522,0.993628282173522,0.946312649689068,"561030/550242",2
