"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre00500","dre00500","Starch and sucrose metabolism - Danio rerio (zebrafish)","1/70","38/7368",0.304875848284405,0.765710252448037,0.748438592618382,"321224",1
"dre00601","dre00601","Glycosphingolipid biosynthesis - lacto and neolacto series - Danio rerio (zebrafish)","1/70","38/7368",0.304875848284405,0.765710252448037,0.748438592618382,"558930",1
"dre00350","dre00350","Tyrosine metabolism - Danio rerio (zebrafish)","1/70","39/7368",0.311514141684144,0.765710252448037,0.748438592618382,"406688",1
"dre01250","dre01250","Biosynthesis of nucleotide sugars - Danio rerio (zebrafish)","1/70","45/7368",0.350051573467655,0.765710252448037,0.748438592618382,"321224",1
"dre00760","dre00760","Nicotinate and nicotinamide metabolism - Danio rerio (zebrafish)","1/70","47/7368",0.362418641260177,0.765710252448037,0.748438592618382,"402953",1
"dre00250","dre00250","Alanine, aspartate and glutamate metabolism - Danio rerio (zebrafish)","1/70","48/7368",0.368514897934373,0.765710252448037,0.748438592618382,"406688",1
"dre03460","dre03460","Fanconi anemia pathway - Danio rerio (zebrafish)","1/70","51/7368",0.386461010374157,0.765710252448037,0.748438592618382,"565458",1
"dre00380","dre00380","Tryptophan metabolism - Danio rerio (zebrafish)","1/70","53/7368",0.398144815492686,0.765710252448037,0.748438592618382,"550372",1
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","2/70","145/7368",0.40230238685787,0.765710252448037,0.748438592618382,"64612/553296",2
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","4/70","341/7368",0.407749158881901,0.765710252448037,0.748438592618382,"567272/792828/58092/560210",4
"dre00040","dre00040","Pentose and glucuronate interconversions - Danio rerio (zebrafish)","1/70","56/7368",0.415260458670077,0.765710252448037,0.748438592618382,"767705",1
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","3/70","248/7368",0.420796472086327,0.765710252448037,0.748438592618382,"793952/60635/792828",3
"dre00053","dre00053","Ascorbate and aldarate metabolism - Danio rerio (zebrafish)","1/70","57/7368",0.420858348152174,0.765710252448037,0.748438592618382,"767705",1
"dre04350","dre04350","TGF-beta signaling pathway - Danio rerio (zebrafish)","2/70","153/7368",0.428845620869765,0.765710252448037,0.748438592618382,"58092/116992",2
"dre00270","dre00270","Cysteine and methionine metabolism - Danio rerio (zebrafish)","1/70","59/7368",0.431896122731353,0.765710252448037,0.748438592618382,"406688",1
"dre04216","dre04216","Ferroptosis - Danio rerio (zebrafish)","1/70","62/7368",0.448065078204519,0.765710252448037,0.748438592618382,"352928",1
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","1/70","63/7368",0.453353258402396,0.765710252448037,0.748438592618382,"352928",1
"dre00520","dre00520","Amino sugar and nucleotide sugar metabolism - Danio rerio (zebrafish)","1/70","65/7368",0.46378023396052,0.765710252448037,0.748438592618382,"321224",1
"dre00230","dre00230","Purine metabolism - Danio rerio (zebrafish)","2/70","166/7368",0.470651735171202,0.765710252448037,0.748438592618382,"402953/436981",2
"dre00860","dre00860","Porphyrin metabolism - Danio rerio (zebrafish)","1/70","67/7368",0.474011108658309,0.765710252448037,0.748438592618382,"767705",1
"dre00970","dre00970","Aminoacyl-tRNA biosynthesis - Danio rerio (zebrafish)","1/70","67/7368",0.474011108658309,0.765710252448037,0.748438592618382,"324940",1
"dre04622","dre04622","RIG-I-like receptor signaling pathway - Danio rerio (zebrafish)","1/70","67/7368",0.474011108658309,0.765710252448037,0.748438592618382,"559568",1
"dre04621","dre04621","NOD-like receptor signaling pathway - Danio rerio (zebrafish)","2/70","173/7368",0.492417079369994,0.78043461635999,0.762830828021043,"557239/793200",2
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","2/70","184/7368",0.525488567246863,0.781025364136535,0.763408250659771,"564790/65225",2
"dre00010","dre00010","Glycolysis / Gluconeogenesis - Danio rerio (zebrafish)","1/70","81/7368",0.540433578668548,0.781025364136535,0.763408250659771,"321224",1
"dre00140","dre00140","Steroid hormone biosynthesis - Danio rerio (zebrafish)","1/70","82/7368",0.544848241697668,0.781025364136535,0.763408250659771,"767705",1
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","2/70","191/7368",0.545785957032193,0.781025364136535,0.763408250659771,"327226/58092",2
"dre00310","dre00310","Lysine degradation - Danio rerio (zebrafish)","1/70","84/7368",0.553552534551781,0.781025364136535,0.763408250659771,"572849",1
"dre04330","dre04330","Notch signaling pathway - Danio rerio (zebrafish)","1/70","84/7368",0.553552534551781,0.781025364136535,0.763408250659771,"30206",1
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","2/70","201/7368",0.573743399145445,0.781025364136535,0.763408250659771,"65225/564921",2
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","2/70","201/7368",0.573743399145445,0.781025364136535,0.763408250659771,"565241/58092",2
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","2/70","202/7368",0.576471102100776,0.781025364136535,0.763408250659771,"550372/767705",2
"dre00830","dre00830","Retinol metabolism - Danio rerio (zebrafish)","1/70","93/7368",0.590734321609646,0.787645762146195,0.769879316383499,"767705",1
"dre04920","dre04920","Adipocytokine signaling pathway - Danio rerio (zebrafish)","1/70","96/7368",0.602436461163093,0.790697855276559,0.772862565307915,"393285",1
"dre04060","dre04060","Cytokine-cytokine receptor interaction - Danio rerio (zebrafish)","2/70","224/7368",0.633320723023516,0.814669085342117,0.796293090935904,"100174902/100333821",2
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","1/70","110/7368",0.65282925994032,0.814669085342117,0.796293090935904,"402953",1
"dre04012","dre04012","ErbB signaling pathway - Danio rerio (zebrafish)","1/70","111/7368",0.656177558618217,0.814669085342117,0.796293090935904,"564921",1
"dre00564","dre00564","Glycerophospholipid metabolism - Danio rerio (zebrafish)","1/70","112/7368",0.659494021467428,0.814669085342117,0.796293090935904,"558499",1
"dre04070","dre04070","Phosphatidylinositol signaling system - Danio rerio (zebrafish)","1/70","119/7368",0.681842575685017,0.830069222573065,0.811345856650364,"556136",1
"dre04625","dre04625","C-type lectin receptor signaling pathway - Danio rerio (zebrafish)","1/70","129/7368",0.711281716483842,0.85353805978061,0.83428532159007,"565241",1
"dre03082","dre03082","ATP-dependent chromatin remodeling - Danio rerio (zebrafish)","1/70","141/7368",0.743081351625457,0.870561631980019,0.850924903439117,"570115",1
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","1/70","143/7368",0.748034566142312,0.870561631980019,0.850924903439117,"560210",1
"dre04520","dre04520","Adherens junction - Danio rerio (zebrafish)","1/70","148/7368",0.760009519187412,0.870561631980019,0.850924903439117,"58092",1
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","1/70","151/7368",0.766923342458589,0.870561631980019,0.850924903439117,"565241",1
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","2/70","321/7368",0.816081892357571,0.89865784227257,0.878387364627324,"794698/793127",2
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","2/70","332/7368",0.830708029324277,0.89865784227257,0.878387364627324,"100004870/562529",2
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","1/70","193/7368",0.845401035747578,0.89865784227257,0.878387364627324,"58092",1
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","1/70","194/7368",0.846909318325651,0.89865784227257,0.878387364627324,"60635",1
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","1/70","197/7368",0.851347674309781,0.89865784227257,0.878387364627324,"570115",1
"dre05168","dre05168","Herpes simplex virus 1 infection - Danio rerio (zebrafish)","1/70","204/7368",0.861216545206348,0.89865784227257,0.878387364627324,"564921",1
"dre04150","dre04150","mTOR signaling pathway - Danio rerio (zebrafish)","1/70","208/7368",0.866562919334264,0.89865784227257,0.878387364627324,"378866",1
"dre04020","dre04020","Calcium signaling pathway - Danio rerio (zebrafish)","2/70","391/7368",0.892855167698361,0.914632123008078,0.894001323240978,"565241/553296",2
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","1/70","249/7368",0.910906641987341,0.915202732911077,0.894559062243909,"64612",1
"dre04814","dre04814","Motor proteins - Danio rerio (zebrafish)","1/70","254/7368",0.915202732911077,0.915202732911077,0.894559062243909,"100149148",1
