"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009416","BP","GO:0009416","response to light stimulus","5/92","143/18057",0.000821844764612965,0.0329111471647283,0.0311042683640601,"30674/560477/140633/100003956/406204",5
"GO:0008380","BP","GO:0008380","RNA splicing","7/92","304/18057",0.000923909250626068,0.0353897412957203,0.0334467833979506,"321857/368893/503607/436702/394074/333996/573001",7
"GO:0006979","BP","GO:0006979","response to oxidative stress","4/92","86/18057",0.00097415557981954,0.0357596277425423,0.0337963624402305,"140633/100003956/550268/393191",4
"GO:0098800","CC","GO:0098800","inner mitochondrial membrane protein complex","6/94","118/18405",3.14287423340194e-05,0.00411716524575654,0.0035398688734106,"415243/445122/100333064/559659/406306/798291",6
"GO:0098798","CC","GO:0098798","mitochondrial protein-containing complex","7/94","199/18405",7.18927045252556e-05,0.00470897214640424,0.00404869441273808,"415243/445122/100333064/559659/406306/553805/798291",7
"GO:0005746","CC","GO:0005746","mitochondrial respirasome","4/94","65/18405",0.000340385563505993,0.0125253319168062,0.0107690680200744,"415243/445122/100333064/406306",4
"GO:0098803","CC","GO:0098803","respiratory chain complex","4/94","68/18405",0.000404685713956661,0.0125253319168062,0.0107690680200744,"415243/445122/100333064/406306",4
"GO:0005743","CC","GO:0005743","mitochondrial inner membrane","7/94","281/18405",0.000592236770877436,0.0125253319168062,0.0107690680200744,"436985/415243/445122/100333064/559659/406306/798291",7
"GO:1990204","CC","GO:1990204","oxidoreductase complex","4/94","79/18405",0.000715376596191095,0.0125253319168062,0.0107690680200744,"415243/445122/100333064/406306",4
"GO:0070469","CC","GO:0070469","respirasome","4/94","80/18405",0.00075010912508497,0.0125253319168062,0.0107690680200744,"415243/445122/100333064/406306",4
"GO:0005747","CC","GO:0005747","mitochondrial respiratory chain complex I","3/94","37/18405",0.000883903044371393,0.0125253319168062,0.0107690680200744,"415243/445122/406306",3
"GO:0045271","CC","GO:0045271","respiratory chain complex I","3/94","37/18405",0.000883903044371393,0.0125253319168062,0.0107690680200744,"415243/445122/406306",3
"GO:0030964","CC","GO:0030964","NADH dehydrogenase complex","3/94","38/18405",0.000956132207389783,0.0125253319168062,0.0107690680200744,"415243/445122/406306",3
"GO:0019866","CC","GO:0019866","organelle inner membrane","7/94","311/18405",0.00107263964377357,0.0127741630303944,0.0109830087927055,"436985/415243/445122/100333064/559659/406306/798291",7
"GO:0051082","MF","GO:0051082","unfolded protein binding","5/87","78/17701",4.06619382897997e-05,0.00607061169346348,0.00591085875416181,"323922/327244/565155/445177/378848",5
"GO:0031072","MF","GO:0031072","heat shock protein binding","4/87","46/17701",7.58826461682935e-05,0.00607061169346348,0.00591085875416181,"323922/327244/445177/378848",4
