"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre04920","dre04920","Adipocytokine signaling pathway - Danio rerio (zebrafish)","3/96","96/7368",0.129480160030697,0.391231223757446,0.314922966492062,"445118/406463/378727",3
"dre02010","dre02010","ABC transporters - Danio rerio (zebrafish)","2/96","49/7368",0.133478888105482,0.391231223757446,0.314922966492062,"393561/556979",2
"dre00360","dre00360","Phenylalanine metabolism - Danio rerio (zebrafish)","1/96","16/7368",0.189459834403254,0.536802864142554,0.432101376709177,"406688",1
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","2/96","63/7368",0.197985358953596,0.542863081001794,0.436979569846646,"100034366/751701",2
"dre00330","dre00330","Arginine and proline metabolism - Danio rerio (zebrafish)","2/96","68/7368",0.221897004054311,0.5839510580093,0.4700534832273,"406688/555401",2
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","2/96","69/7368",0.226710410756552,0.5839510580093,0.4700534832273,"798788/322533",2
"dre04814","dre04814","Motor proteins - Danio rerio (zebrafish)","5/96","254/7368",0.235996716496411,0.589991791241027,0.474915992949433,"566034/100008376/492493/100149148/100002040",5
"dre01210","dre01210","2-Oxocarboxylic acid metabolism - Danio rerio (zebrafish)","1/96","23/7368",0.260734313898099,0.633211905181096,0.509706177545155,"406688",1
"dre00010","dre00010","Glycolysis / Gluconeogenesis - Danio rerio (zebrafish)","2/96","81/7368",0.284814317171805,0.672478248877873,0.541313760706646,"445118/378727",2
"dre00310","dre00310","Lysine degradation - Danio rerio (zebrafish)","2/96","84/7368",0.299334598301675,0.68766056366601,0.553534819050039,"572849/100003615",2
"dre00120","dre00120","Primary bile acid biosynthesis - Danio rerio (zebrafish)","1/96","28/7368",0.307811765872538,0.688526318399097,0.554231711404846,"394148",1
"dre00220","dre00220","Arginine biosynthesis - Danio rerio (zebrafish)","1/96","31/7368",0.334621130017437,0.729302462858516,0.587054614065679,"406688",1
"dre00020","dre00020","Citrate cycle (TCA cycle) - Danio rerio (zebrafish)","1/96","35/7368",0.368774683629528,0.776764535349491,0.6252593782999,"378727",1
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","2/96","102/7368",0.384948958057153,0.776764535349491,0.6252593782999,"79378/100004228",2
"dre00630","dre00630","Glyoxylate and dicarboxylate metabolism - Danio rerio (zebrafish)","1/96","37/7368",0.385194989538451,0.776764535349491,0.6252593782999,"79378",1
"dre04621","dre04621","NOD-like receptor signaling pathway - Danio rerio (zebrafish)","3/96","173/7368",0.39295147082386,0.776764535349491,0.6252593782999,"406463/565200/793200",3
"dre04910","dre04910","Insulin signaling pathway - Danio rerio (zebrafish)","3/96","180/7368",0.417611610999761,0.80674970306772,0.649396045813026,"445118/100001260/378727",3
"dre00564","dre00564","Glycerophospholipid metabolism - Danio rerio (zebrafish)","2/96","112/7368",0.430643283264064,0.813437312832121,0.654779261103255,"799099/492483",2
"dre00051","dre00051","Fructose and mannose metabolism - Danio rerio (zebrafish)","1/96","45/7368",0.446754486054277,0.816647767312291,0.657363527867479,"554477",1
"dre00260","dre00260","Glycine, serine and threonine metabolism - Danio rerio (zebrafish)","1/96","47/7368",0.461165798011646,0.816647767312291,0.657363527867479,"79378",1
"dre00760","dre00760","Nicotinate and nicotinamide metabolism - Danio rerio (zebrafish)","1/96","47/7368",0.461165798011646,0.816647767312291,0.657363527867479,"402940",1
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","3/96","201/7368",0.489425712554245,0.841077846225182,0.677028606868568,"65225/406463/394198",3
"dre04150","dre04150","mTOR signaling pathway - Danio rerio (zebrafish)","3/96","208/7368",0.512440141307624,0.841077846225182,0.677028606868568,"792689/799099/100170793",3
"dre00620","dre00620","Pyruvate metabolism - Danio rerio (zebrafish)","1/96","55/7368",0.515188820795549,0.841077846225182,0.677028606868568,"378727",1
"dre00565","dre00565","Ether lipid metabolism - Danio rerio (zebrafish)","1/96","56/7368",0.521553086241143,0.841077846225182,0.677028606868568,"751651",1
"dre01200","dre01200","Carbon metabolism - Danio rerio (zebrafish)","2/96","134/7368",0.524436774705114,0.841077846225182,0.677028606868568,"406688/79378",2
"dre00270","dre00270","Cysteine and methionine metabolism - Danio rerio (zebrafish)","1/96","59/7368",0.540154001321489,0.850242409487529,0.684405654695843,"406688",1
"dre04623","dre04623","Cytosolic DNA-sensing pathway - Danio rerio (zebrafish)","1/96","63/7368",0.563846314531258,0.871398849730127,0.70143560659391,"406463",1
"dre04916","dre04916","Melanogenesis - Danio rerio (zebrafish)","2/96","147/7368",0.574862155050884,0.872558628202235,0.702369174404276,"30442/58074",2
"dre04622","dre04622","RIG-I-like receptor signaling pathway - Danio rerio (zebrafish)","1/96","67/7368",0.586330009946881,0.874351769219034,0.703812569649996,"406463",1
"dre04340","dre04340","Hedgehog signaling pathway - Danio rerio (zebrafish)","1/96","69/7368",0.597137821745025,0.875115773247019,0.704427557412461,"101886177",1
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","4/96","332/7368",0.634446264993503,0.905422667651944,0.728823199967509,"406463/394198/403139/403138",4
"dre00230","dre00230","Purine metabolism - Danio rerio (zebrafish)","2/96","166/7368",0.641459009511339,0.905422667651944,0.728823199967509,"402940/436981",2
"dre04370","dre04370","VEGF signaling pathway - Danio rerio (zebrafish)","1/96","81/7368",0.656359204242358,0.905422667651944,0.728823199967509,"565241",1
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","1/96","86/7368",0.678412357122138,0.905422667651944,0.728823199967509,"560362",1
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","2/96","183/7368",0.69393601963219,0.905422667651944,0.728823199967509,"30491/565074",2
"dre04115","dre04115","p53 signaling pathway - Danio rerio (zebrafish)","1/96","90/7368",0.695041513507277,0.905422667651944,0.728823199967509,"100151464",1
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","2/96","184/7368",0.696819211400097,0.905422667651944,0.728823199967509,"550415/65225",2
"dre01230","dre01230","Biosynthesis of amino acids - Danio rerio (zebrafish)","1/96","92/7368",0.703034071353274,0.905422667651944,0.728823199967509,"406688",1
"dre00562","dre00562","Inositol phosphate metabolism - Danio rerio (zebrafish)","1/96","97/7368",0.722119923223222,0.916122290656327,0.73743589959952,"566188",1
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","2/96","201/7368",0.742511537552091,0.928139421940114,0.747109132211856,"565241/100151464",2
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","1/96","110/7368",0.766247700006469,0.934197953652991,0.75198596888476,"402940",1
"dre04012","dre04012","ErbB signaling pathway - Danio rerio (zebrafish)","1/96","111/7368",0.769339491243639,0.934197953652991,0.75198596888476,"100151464",1
"dre04060","dre04060","Cytokine-cytokine receptor interaction - Danio rerio (zebrafish)","2/96","224/7368",0.794960542653616,0.951713325712076,0.766085029984953,"799527/799475",2
"dre04540","dre04540","Gap junction - Danio rerio (zebrafish)","1/96","132/7368",0.825678075951622,0.96103336771547,0.773587230978397,"568126",1
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","2/96","248/7368",0.839512796807956,0.96103336771547,0.773587230978397,"81580/792828",2
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","1/96","145/7368",0.85348418998631,0.96103336771547,0.773587230978397,"64612",1
"dre00190","dre00190","Oxidative phosphorylation - Danio rerio (zebrafish)","1/96","148/7368",0.859249647243205,0.96103336771547,0.773587230978397,"100003066",1
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","1/96","151/7368",0.86479050231668,0.96103336771547,0.773587230978397,"565241",1
"dre04120","dre04120","Ubiquitin mediated proteolysis - Danio rerio (zebrafish)","1/96","161/7368",0.8817466465821,0.96103336771547,0.773587230978397,"559981",1
"dre04020","dre04020","Calcium signaling pathway - Danio rerio (zebrafish)","3/96","391/7368",0.891253823180322,0.96103336771547,0.773587230978397,"30442/565241/568126",3
"dre04010","dre04010","MAPK signaling pathway - Danio rerio (zebrafish)","3/96","420/7368",0.917544747059214,0.96103336771547,0.773587230978397,"565241/394198/353314",3
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","1/96","191/7368",0.920978857487659,0.96103336771547,0.773587230978397,"100151464",1
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","1/96","194/7368",0.924108036829226,0.96103336771547,0.773587230978397,"81580",1
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","1/96","197/7368",0.927114542972571,0.96103336771547,0.773587230978397,"565200",1
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","1/96","225/7368",0.950061251026927,0.972954293220347,0.783183022406472,"565241",1
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","1/96","249/7368",0.963927564661372,0.975402892812103,0.785154031365779,"64612",1
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","1/96","341/7368",0.98973893372363,0.98973893372363,0.796693878539145,"792828",1
