"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre00062","dre00062","Fatty acid elongation - Danio rerio (zebrafish)","1/39","42/7368",0.200306972065335,0.505700379991092,0.433280619331413,"327274",1
"dre01250","dre01250","Biosynthesis of nucleotide sugars - Danio rerio (zebrafish)","1/39","45/7368",0.213012338976382,0.505700379991092,0.433280619331413,"492779",1
"dre00260","dre00260","Glycine, serine and threonine metabolism - Danio rerio (zebrafish)","1/39","47/7368",0.22137308571047,0.505700379991092,0.433280619331413,"619259",1
"dre00760","dre00760","Nicotinate and nicotinamide metabolism - Danio rerio (zebrafish)","1/39","47/7368",0.22137308571047,0.505700379991092,0.433280619331413,"791647",1
"dre04621","dre04621","NOD-like receptor signaling pathway - Danio rerio (zebrafish)","2/39","173/7368",0.232778267493923,0.505700379991092,0.433280619331413,"448858/565155",2
"dre00513","dre00513","Various types of N-glycan biosynthesis - Danio rerio (zebrafish)","1/39","53/7368",0.245939398663362,0.505700379991092,0.433280619331413,"407614",1
"dre04145","dre04145","Phagosome - Danio rerio (zebrafish)","2/39","183/7368",0.252487028047488,0.505700379991092,0.433280619331413,"791986/564266",2
"dre03050","dre03050","Proteasome - Danio rerio (zebrafish)","1/39","57/7368",0.261895624575691,0.505700379991092,0.433280619331413,"336786",1
"dre00510","dre00510","N-Glycan biosynthesis - Danio rerio (zebrafish)","1/39","63/7368",0.285214857735896,0.505700379991092,0.433280619331413,"407614",1
"dre00520","dre00520","Amino sugar and nucleotide sugar metabolism - Danio rerio (zebrafish)","1/39","65/7368",0.292827206728445,0.505700379991092,0.433280619331413,"492779",1
"dre05168","dre05168","Herpes simplex virus 1 infection - Danio rerio (zebrafish)","2/39","204/7368",0.29401184883203,0.505700379991092,0.433280619331413,"564266/560127",2
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","1/39","69/7368",0.307815663932861,0.509079751888962,0.436176042010126,"393191",1
"dre01212","dre01212","Fatty acid metabolism - Danio rerio (zebrafish)","1/39","78/7368",0.340416831111492,0.542145323622005,0.464506397228156,"327274",1
"dre04010","dre04010","MAPK signaling pathway - Danio rerio (zebrafish)","3/39","420/7368",0.38530975389556,0.591725693482468,0.506986518283632,"405817/100126123/58118",3
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","1/39","102/7368",0.420210987877889,0.605504952253067,0.518792492750485,"619259",1
"dre04512","dre04512","ECM-receptor interaction - Danio rerio (zebrafish)","1/39","105/7368",0.429498229873553,0.605504952253067,0.518792492750485,"564266",1
"dre01232","dre01232","Nucleotide metabolism - Danio rerio (zebrafish)","1/39","110/7368",0.444655810204464,0.605504952253067,0.518792492750485,"791647",1
"dre04914","dre04914","Progesterone-mediated oocyte maturation - Danio rerio (zebrafish)","1/39","112/7368",0.450608336560422,0.605504952253067,0.518792492750485,"565155",1
"dre03082","dre03082","ATP-dependent chromatin remodeling - Danio rerio (zebrafish)","1/39","141/7368",0.530242299077267,0.683323931482108,0.585467260755784,"192313",1
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","1/39","145/7368",0.540302643497481,0.683323931482108,0.585467260755784,"100333064",1
"dre00230","dre00230","Purine metabolism - Danio rerio (zebrafish)","1/39","166/7368",0.589771135935244,0.720466935990232,0.617291132427371,"791647",1
"dre04068","dre04068","FoxO signaling pathway - Danio rerio (zebrafish)","1/39","182/7368",0.623940897756178,0.720466935990232,0.617291132427371,"553661",1
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","1/39","184/7368",0.628012014215732,0.720466935990232,0.617291132427371,"368852",1
"dre04514","dre04514","Cell adhesion molecules - Danio rerio (zebrafish)","1/39","194/7368",0.647732038485827,0.720466935990232,0.617291132427371,"100002407",1
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","1/39","197/7368",0.653446755898117,0.720466935990232,0.617291132427371,"565155",1
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","1/39","278/7368",0.777746088877252,0.836077045543046,0.716345081860627,"564266",1
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","1/39","321/7368",0.824799695565791,0.843228900053859,0.722472741784212,"564266",1
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","1/39","332/7368",0.835182237950028,0.843228900053859,0.722472741784212,"565155",1
"dre04144","dre04144","Endocytosis - Danio rerio (zebrafish)","1/39","341/7368",0.843228900053859,0.843228900053859,0.722472741784212,"100126123",1
