"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"dre00480","dre00480","Glutathione metabolism - Danio rerio (zebrafish)","2/66","69/7368",0.126693878089464,0.704802297107482,0.672071540275865,"794084/723997",2
"dre03040","dre03040","Spliceosome - Danio rerio (zebrafish)","3/66","143/7368",0.136137821591462,0.704802297107482,0.672071540275865,"100126123/30671/560210",3
"dre04260","dre04260","Cardiac muscle contraction - Danio rerio (zebrafish)","3/66","145/7368",0.140252913949247,0.704802297107482,0.672071540275865,"64612/792983/260440",3
"dre00190","dre00190","Oxidative phosphorylation - Danio rerio (zebrafish)","3/66","148/7368",0.146504738207558,0.704802297107482,0.672071540275865,"359840/100003066/140538",3
"dre04520","dre04520","Adherens junction - Danio rerio (zebrafish)","3/66","148/7368",0.146504738207558,0.704802297107482,0.672071540275865,"57934/245701/58092",3
"dre04330","dre04330","Notch signaling pathway - Danio rerio (zebrafish)","2/66","84/7368",0.17329598467291,0.704802297107482,0.672071540275865,"100037355/30206",2
"dre00592","dre00592","alpha-Linolenic acid metabolism - Danio rerio (zebrafish)","1/66","22/7368",0.179827239784184,0.704802297107482,0.672071540275865,"798864",1
"dre03430","dre03430","Mismatch repair - Danio rerio (zebrafish)","1/66","22/7368",0.179827239784184,0.704802297107482,0.672071540275865,"568323",1
"dre04261","dre04261","Adrenergic signaling in cardiomyocytes - Danio rerio (zebrafish)","4/66","249/7368",0.183268101763871,0.704802297107482,0.672071540275865,"64612/565173/562552/260440",4
"dre03083","dre03083","Polycomb repressive complex - Danio rerio (zebrafish)","2/66","90/7368",0.192659630188119,0.704802297107482,0.672071540275865,"568473/100001914",2
"dre00511","dre00511","Other glycan degradation - Danio rerio (zebrafish)","1/66","24/7368",0.194499682663464,0.704802297107482,0.672071540275865,"541364",1
"dre04621","dre04621","NOD-like receptor signaling pathway - Danio rerio (zebrafish)","3/66","173/7368",0.201784086854563,0.704802297107482,0.672071540275865,"393386/101882558/562552",3
"dre00591","dre00591","Linoleic acid metabolism - Danio rerio (zebrafish)","1/66","29/7368",0.230059320095575,0.704802297107482,0.672071540275865,"798864",1
"dre00030","dre00030","Pentose phosphate pathway - Danio rerio (zebrafish)","1/66","33/7368",0.25738991532638,0.704802297107482,0.672071540275865,"407673",1
"dre04217","dre04217","Necroptosis - Danio rerio (zebrafish)","3/66","197/7368",0.258739388020174,0.704802297107482,0.672071540275865,"393386/798864/553353",3
"dre03013","dre03013","Nucleocytoplasmic transport - Danio rerio (zebrafish)","2/66","110/7368",0.258749299229553,0.704802297107482,0.672071540275865,"406860/568424",2
"dre00052","dre00052","Galactose metabolism - Danio rerio (zebrafish)","1/66","34/7368",0.264071887458413,0.704802297107482,0.672071540275865,"751668",1
"dre00790","dre00790","Folate biosynthesis - Danio rerio (zebrafish)","1/66","34/7368",0.264071887458413,0.704802297107482,0.672071540275865,"795445",1
"dre04136","dre04136","Autophagy - other - Danio rerio (zebrafish)","1/66","34/7368",0.264071887458413,0.704802297107482,0.672071540275865,"560455",1
"dre04914","dre04914","Progesterone-mediated oocyte maturation - Danio rerio (zebrafish)","2/66","112/7368",0.265419082788045,0.704802297107482,0.672071540275865,"245701/562552",2
"dre04218","dre04218","Cellular senescence - Danio rerio (zebrafish)","3/66","201/7368",0.26846759985602,0.704802297107482,0.672071540275865,"553353/562552/58092",3
"dre04150","dre04150","mTOR signaling pathway - Danio rerio (zebrafish)","3/66","208/7368",0.285597291109131,0.704802297107482,0.672071540275865,"359840/245701/560455",3
"dre04070","dre04070","Phosphatidylinositol signaling system - Danio rerio (zebrafish)","2/66","119/7368",0.28876096905243,0.704802297107482,0.672071540275865,"337236/556136",2
"dre00500","dre00500","Starch and sucrose metabolism - Danio rerio (zebrafish)","1/66","38/7368",0.290212710573669,0.704802297107482,0.672071540275865,"751668",1
"dre00062","dre00062","Fatty acid elongation - Danio rerio (zebrafish)","1/66","42/7368",0.315438563378909,0.708070148623038,0.675187633981101,"406830",1
"dre04130","dre04130","SNARE interactions in vesicular transport - Danio rerio (zebrafish)","1/66","43/7368",0.321605783528649,0.708070148623038,0.675187633981101,"436605",1
"dre04310","dre04310","Wnt signaling pathway - Danio rerio (zebrafish)","3/66","225/7368",0.327534915489726,0.708070148623038,0.675187633981101,"30206/402843/58092",3
"dre04912","dre04912","GnRH signaling pathway - Danio rerio (zebrafish)","2/66","132/7368",0.331867469304996,0.708070148623038,0.675187633981101,"798864/562552",2
"dre01250","dre01250","Biosynthesis of nucleotide sugars - Danio rerio (zebrafish)","1/66","45/7368",0.333776523490231,0.708070148623038,0.675187633981101,"751668",1
"dre00260","dre00260","Glycine, serine and threonine metabolism - Danio rerio (zebrafish)","1/66","47/7368",0.345732163925385,0.708070148623038,0.675187633981101,"619259",1
"dre02010","dre02010","ABC transporters - Danio rerio (zebrafish)","1/66","49/7368",0.357476448928403,0.708070148623038,0.675187633981101,"100004801",1
"dre03460","dre03460","Fanconi anemia pathway - Danio rerio (zebrafish)","1/66","51/7368",0.369013058423445,0.708070148623038,0.675187633981101,"565458",1
"dre00513","dre00513","Various types of N-glycan biosynthesis - Danio rerio (zebrafish)","1/66","53/7368",0.380345609247186,0.708070148623038,0.675187633981101,"541364",1
"dre04916","dre04916","Melanogenesis - Danio rerio (zebrafish)","2/66","147/7368",0.380706678649627,0.708070148623038,0.675187633981101,"30207/100333145",2
"dre04114","dre04114","Oocyte meiosis - Danio rerio (zebrafish)","2/66","151/7368",0.393498278713427,0.708070148623038,0.675187633981101,"245701/562552",2
"dre00565","dre00565","Ether lipid metabolism - Danio rerio (zebrafish)","1/66","56/7368",0.3969695849281,0.708070148623038,0.675187633981101,"798864",1
"dre04350","dre04350","TGF-beta signaling pathway - Danio rerio (zebrafish)","2/66","153/7368",0.399851378045951,0.708070148623038,0.675187633981101,"140619/58092",2
"dre04120","dre04120","Ubiquitin mediated proteolysis - Danio rerio (zebrafish)","2/66","161/7368",0.42495618902717,0.720562248196576,0.687099605091472,"559981/100001914",2
"dre04216","dre04216","Ferroptosis - Danio rerio (zebrafish)","1/66","62/7368",0.428910756821276,0.720562248196576,0.687099605091472,"393386",1
"dre00590","dre00590","Arachidonic acid metabolism - Danio rerio (zebrafish)","1/66","63/7368",0.434069789130309,0.720562248196576,0.687099605091472,"798864",1
"dre00520","dre00520","Amino sugar and nucleotide sugar metabolism - Danio rerio (zebrafish)","1/66","65/7368",0.444250540542543,0.720562248196576,0.687099605091472,"751668",1
"dre04510","dre04510","Focal adhesion - Danio rerio (zebrafish)","3/66","278/7368",0.456629087128213,0.720562248196576,0.687099605091472,"57934/245701/565130",3
"dre00330","dre00330","Arginine and proline metabolism - Danio rerio (zebrafish)","1/66","68/7368",0.45918436630922,0.720562248196576,0.687099605091472,"619259",1
"dre00982","dre00982","Drug metabolism - cytochrome P450 - Danio rerio (zebrafish)","1/66","72/7368",0.478482895259957,0.720562248196576,0.687099605091472,"723997",1
"dre04910","dre04910","Insulin signaling pathway - Danio rerio (zebrafish)","2/66","180/7368",0.482355307976861,0.720562248196576,0.687099605091472,"560455/751668",2
"dre00561","dre00561","Glycerolipid metabolism - Danio rerio (zebrafish)","1/66","73/7368",0.483200566437704,0.720562248196576,0.687099605091472,"334270",1
"dre00980","dre00980","Metabolism of xenobiotics by cytochrome P450 - Danio rerio (zebrafish)","1/66","76/7368",0.497102839401927,0.728151652124669,0.694336559920737,"723997",1
"dre01212","dre01212","Fatty acid metabolism - Danio rerio (zebrafish)","1/66","78/7368",0.506165719570967,0.728151652124669,0.694336559920737,"406830",1
"dre04110","dre04110","Cell cycle - Danio rerio (zebrafish)","2/66","191/7368",0.513989401499767,0.728151652124669,0.694336559920737,"327226/58092",2
"dre04140","dre04140","Autophagy - animal - Danio rerio (zebrafish)","2/66","200/7368",0.538934759215314,0.730801696515762,0.696863537234844,"245701/560455",2
"dre03018","dre03018","RNA degradation - Danio rerio (zebrafish)","1/66","86/7368",0.540836185066945,0.730801696515762,0.696863537234844,"560362",1
"dre04210","dre04210","Apoptosis - Danio rerio (zebrafish)","2/66","201/7368",0.541653022123447,0.730801696515762,0.696863537234844,"57934/553353",2
"dre01230","dre01230","Biosynthesis of amino acids - Danio rerio (zebrafish)","1/66","92/7368",0.565255027144976,0.739103022017636,0.704779352264495,"407673",1
"dre03320","dre03320","PPAR signaling pathway - Danio rerio (zebrafish)","1/66","94/7368",0.573106864877258,0.739103022017636,0.704779352264495,"568656",1
"dre05132","dre05132","Salmonella infection - Danio rerio (zebrafish)","3/66","332/7368",0.576993732100813,0.739103022017636,0.704779352264495,"57934/562552/558552",3
"dre00562","dre00562","Inositol phosphate metabolism - Danio rerio (zebrafish)","1/66","97/7368",0.584623450581976,0.739103022017636,0.704779352264495,"337236",1
"dre04060","dre04060","Cytokine-cytokine receptor interaction - Danio rerio (zebrafish)","2/66","224/7368",0.601149453345887,0.739103022017636,0.704779352264495,"100174902/140619",2
"dre04146","dre04146","Peroxisome - Danio rerio (zebrafish)","1/66","102/7368",0.60314148486517,0.739103022017636,0.704779352264495,"619259",1
"dre00983","dre00983","Drug metabolism - other enzymes - Danio rerio (zebrafish)","1/66","105/7368",0.613859488304604,0.739103022017636,0.704779352264495,"723997",1
"dre04620","dre04620","Toll-like receptor signaling pathway - Danio rerio (zebrafish)","1/66","106/7368",0.617368406626496,0.739103022017636,0.704779352264495,"562552",1
"dre00564","dre00564","Glycerophospholipid metabolism - Danio rerio (zebrafish)","1/66","112/7368",0.637771969027555,0.752925241213086,0.717959672735698,"798864",1
"dre04530","dre04530","Tight junction - Danio rerio (zebrafish)","2/66","248/7368",0.65697975837449,0.764976430983995,0.729451209730868,"57934/793952",2
"dre04814","dre04814","Motor proteins - Danio rerio (zebrafish)","2/66","254/7368",0.669945958726999,0.769532520159391,0.733795715817623,"57934/558552",2
"dre04020","dre04020","Calcium signaling pathway - Danio rerio (zebrafish)","3/66","391/7368",0.688398659784764,0.770900879812542,0.735100529356851,"100334819/568668/260440",3
"dre04625","dre04625","C-type lectin receptor signaling pathway - Danio rerio (zebrafish)","1/66","129/7368",0.689940745829748,0.770900879812542,0.735100529356851,"562552",1
"dre04540","dre04540","Gap junction - Danio rerio (zebrafish)","1/66","132/7368",0.698345502889009,0.770900879812542,0.735100529356851,"558552",1
"dre03010","dre03010","Ribosome - Danio rerio (zebrafish)","1/66","138/7368",0.71448751906991,0.777089835586811,0.741002072324266,"553799",1
"dre03082","dre03082","ATP-dependent chromatin remodeling - Danio rerio (zebrafish)","1/66","141/7368",0.722236435427742,0.777089835586811,0.741002072324266,"57934",1
"dre00230","dre00230","Purine metabolism - Danio rerio (zebrafish)","1/66","166/7368",0.77925075992126,0.827953932416339,0.789504059393908,"436981",1
"dre04810","dre04810","Regulation of actin cytoskeleton - Danio rerio (zebrafish)","2/66","321/7368",0.789530584589659,0.828519749260754,0.790043599914279,"57934/565130",2
"dre04270","dre04270","Vascular smooth muscle contraction - Danio rerio (zebrafish)","1/66","177/7368",0.800525456435988,0.829812973134865,0.791276766952132,"798864",1
"dre04142","dre04142","Lysosome - Danio rerio (zebrafish)","1/66","184/7368",0.812998631782329,0.832588960259011,0.793923838265559,"406830",1
"dre04371","dre04371","Apelin signaling pathway - Danio rerio (zebrafish)","1/66","193/7368",0.827912419384189,0.837768519614953,0.798862860809305,"58092",1
"dre01240","dre01240","Biosynthesis of cofactors - Danio rerio (zebrafish)","1/66","202/7368",0.84165339295898,0.84165339295898,0.802567322078532,"795445",1
