"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051053","BP","GO:0051053","negative regulation of DNA metabolic process","5/190","49/18057",0.000160286856517115,0.0199484278701755,0.017010346782534,"321618/550353/322508/445058/559526",5
"GO:0045910","BP","GO:0045910","negative regulation of DNA recombination","4/190","28/18057",0.000199543591674928,0.0214620615808485,0.0183010467057483,"321618/550353/322508/559526",4
"GO:0051052","BP","GO:0051052","regulation of DNA metabolic process","7/190","114/18057",0.000203803360519379,0.0214620615808485,0.0183010467057483,"572849/321618/503753/550353/322508/445058/559526",7
"GO:0030261","BP","GO:0030261","chromosome condensation","4/190","31/18057",0.000299186346416149,0.0264567988810642,0.0225601399093462,"321618/550353/322508/559526",4
"GO:0002698","BP","GO:0002698","negative regulation of immune effector process","3/190","13/18057",0.000303444222073182,0.0264567988810642,0.0225601399093462,"100329375/550268/494158",3
"GO:0048511","BP","GO:0048511","rhythmic process","7/190","122/18057",0.00030921021336525,0.0264567988810642,0.0225601399093462,"563926/569109/554836/564009/83774/494487/406204",7
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","3/190","15/18057",0.000475318628994318,0.0378423772914005,0.0322688065942587,"563926/550268/494158",3
"GO:0002460","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","5/190","63/18057",0.0005246475140803,0.0378423772914005,0.0322688065942587,"572849/793127/503594/550268/494158",5
"GO:0009314","BP","GO:0009314","response to radiation","8/190","176/18057",0.000560205520205288,0.0378423772914005,0.0322688065942587,"563926/30674/751763/554836/83774/550268/494158/406204",8
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","3/190","16/18057",0.000580489352169037,0.0378423772914005,0.0322688065942587,"572849/550268/494158",3
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","3/190","16/18057",0.000580489352169037,0.0378423772914005,0.0322688065942587,"572849/550268/494158",3
"GO:0051253","BP","GO:0051253","negative regulation of RNA metabolic process","12/190","378/18057",0.000684690630144724,0.0426064305758239,0.0363311918100717,"563926/777768/554836/567457/30424/564009/100001936/83774/492496/494487/550551/406204",12
"GO:0030216","BP","GO:0030216","keratinocyte differentiation","3/190","18/18057",0.000832850353650135,0.0475071722561264,0.0405101334297368,"550268/494158/794486",3
"GO:0046456","BP","GO:0046456","icosanoid biosynthetic process","3/190","18/18057",0.000832850353650135,0.0475071722561264,0.0405101334297368,"723997/550268/494158",3
"GO:0002697","BP","GO:0002697","regulation of immune effector process","4/190","42/18057",0.000972560985188295,0.0493124440267695,0.0420495178391352,"572849/100329375/550268/494158",4
"GO:0006334","BP","GO:0006334","nucleosome assembly","4/190","42/18057",0.000972560985188295,0.0493124440267695,0.0420495178391352,"321618/550353/322508/559526",4
"GO:0030514","BP","GO:0030514","negative regulation of BMP signaling pathway","4/190","42/18057",0.000972560985188295,0.0493124440267695,0.0420495178391352,"100000500/563392/567457/116992",4
"GO:0044815","CC","GO:0044815","DNA packaging complex","6/194","97/18405",0.000566416708062033,0.0413119441855243,0.0380504749077197,"321618/503753/550353/322508/794406/559526",6
"GO:0000786","CC","GO:0000786","nucleosome","5/194","69/18405",0.00080419460508314,0.0413119441855243,0.0380504749077197,"321618/550353/322508/794406/559526",5
"GO:0032993","CC","GO:0032993","protein-DNA complex","6/194","105/18405",0.000860665503865089,0.0413119441855243,0.0380504749077197,"321618/503753/550353/322508/794406/559526",6
"GO:0031492","MF","GO:0031492","nucleosomal DNA binding","4/186","24/17701",0.000106396897257138,0.0181288633209114,0.0169215075793893,"321618/550353/322508/559526",4
"GO:0004601","MF","GO:0004601","peroxidase activity","5/186","46/17701",0.000117338921170948,0.0181288633209114,0.0169215075793893,"794084/723997/352928/81538/100334599",5
"GO:0016684","MF","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","5/186","51/17701",0.000192732627035401,0.0198514605846463,0.0185293823886667,"794084/723997/352928/81538/100334599",5
"GO:0004602","MF","GO:0004602","glutathione peroxidase activity","3/186","16/17701",0.000578020213350138,0.0446520614812981,0.0416782995941942,"794084/723997/352928",3
"GO:0016209","MF","GO:0016209","antioxidant activity","5/186","68/17701",0.00074066660085216,0.0457731959326635,0.0427247681333667,"794084/723997/352928/81538/100334599",5
