"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901700","BP","GO:1901700","response to oxygen-containing compound","18/280","390/18057",4.06982640951954e-05,0.00244020008470776,0.00207418345958847,"393285/795785/83908/563926/541514/405770/402837/100004095/799099/100149745/100536659/560202/393510/30767/387529/567599/100004700/378727",18
"GO:0015807","BP","GO:0015807","L-amino acid transport","6/280","42/18057",4.3243439049252e-05,0.00248909235167494,0.00211574215474656,"368885/791156/100002129/399488/492363/565335",6
"GO:0015711","BP","GO:0015711","organic anion transport","13/280","226/18057",5.44987323846265e-05,0.00301629522697991,0.00256386749113101,"494042/445158/368885/791156/100002129/795588/566075/791185/399488/492363/561766/565335/406541",13
"GO:0019318","BP","GO:0019318","hexose metabolic process","8/280","87/18057",6.12761096024306e-05,0.00326578969325547,0.00277593915625826,"445118/794083/768121/393971/564348/554477/386663/378727",8
"GO:0098542","BP","GO:0098542","defense response to other organism","16/280","333/18057",6.81388859618908e-05,0.00350185203211289,0.00297659343938786,"795785/449794/405770/561067/406471/402837/368266/100170820/403139/570832/792160/567444/450028/378966/795305/337663",16
"GO:0051052","BP","GO:0051052","regulation of DNA metabolic process","9/280","114/18057",7.1374727209448e-05,0.00354166318808261,0.00301043314037672,"321618/100332815/503753/550353/322508/571135/562307/103911343/140814",9
"GO:0050900","BP","GO:0050900","leukocyte migration","10/280","142/18057",7.5301056868652e-05,0.00361194069446634,0.00307016940636399,"541320/795785/387293/405770/570276/100005593/368917/406471/100170820/406397",10
"GO:0046942","BP","GO:0046942","carboxylic acid transport","11/280","177/18057",0.000102870077140366,0.00453092788250365,0.00385131355800391,"494042/445158/368885/791156/100002129/795588/791185/399488/492363/561766/565335",11
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","8/280","94/18057",0.000106328557014615,0.00453092788250365,0.00385131355800391,"751765/368621/751763/569051/492763/406650/100136840/557302",8
"GO:0071396","BP","GO:0071396","cellular response to lipid","8/280","94/18057",0.000106328557014615,0.00453092788250365,0.00385131355800391,"795785/83908/541514/405770/402837/100004095/387529/378727",8
"GO:0031099","BP","GO:0031099","regeneration","12/280","209/18057",0.000107054585132122,0.00453092788250365,0.00385131355800391,"100006778/405770/406471/317638/394198/353314/336038/373081/30767/503594/335409/406397",12
"GO:0015849","BP","GO:0015849","organic acid transport","11/280","179/18057",0.000113688146820617,0.00467420695071051,0.00397310155204682,"494042/445158/368885/791156/100002129/795588/791185/399488/492363/561766/565335",11
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","8/280","97/18057",0.000132637798695692,0.00530182756453057,0.00450658251708754,"445118/794083/768121/393971/564348/554477/386663/378727",8
"GO:0042742","BP","GO:0042742","defense response to bacterium","8/280","101/18057",0.00017585936416379,0.00683950337923495,0.00581361539568488,"449794/405770/406471/402837/100170820/403139/450028/795305",8
"GO:0006865","BP","GO:0006865","amino acid transport","7/280","78/18057",0.000206511395909076,0.00782026049245158,0.00664726432261346,"494042/368885/791156/100002129/399488/492363/565335",7
"GO:0046486","BP","GO:0046486","glycerolipid metabolic process","12/280","227/18057",0.000231554449346971,0.00854376545154592,0.00726224750718434,"406596/405867/799099/550276/492483/492363/335008/335409/436610/562062/767678/378727",12
"GO:0008285","BP","GO:0008285","negative regulation of cell population proliferation","8/280","107/18057",0.000261874717922841,0.00942094297727419,0.00800785321648265,"541514/327284/100538016/317638/564874/792160/100330598/406397",8
"GO:0006338","BP","GO:0006338","chromatin remodeling","10/280","167/18057",0.000285567345371787,0.0100227173168293,0.00851936470659863,"565508/195815/321618/100332815/550353/322508/100536767/571135/562307/103911343",10
"GO:0003333","BP","GO:0003333","amino acid transmembrane transport","6/280","60/18057",0.000326867871802518,0.0111991158934244,0.00951930995074,"368885/791156/100002129/399488/492363/565335",6
"GO:0006006","BP","GO:0006006","glucose metabolic process","6/280","62/18057",0.000391130696972398,0.0121664568920957,0.0103415551067007,"445118/794083/768121/393971/564348/378727",6
"GO:0071375","BP","GO:0071375","cellular response to peptide hormone stimulus","6/280","62/18057",0.000391130696972398,0.0121664568920957,0.0103415551067007,"393285/799099/560202/393510/30767/378727",6
"GO:1901653","BP","GO:1901653","cellular response to peptide","6/280","62/18057",0.000391130696972398,0.0121664568920957,0.0103415551067007,"393285/799099/560202/393510/30767/378727",6
"GO:0009065","BP","GO:0009065","glutamine family amino acid catabolic process","4/280","23/18057",0.00039712980864044,0.0121664568920957,0.0103415551067007,"322614/100333321/556445/100537991",4
"GO:0009896","BP","GO:0009896","positive regulation of catabolic process","9/280","143/18057",0.00039757198176764,0.0121664568920957,0.0103415551067007,"407723/550449/559834/100005593/100006858/368917/100149745/436610/790945",9
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","7/280","87/18057",0.000405830389729391,0.0121664568920957,0.0103415551067007,"321618/100332815/550353/322508/571135/562307/103911343",7
"GO:0071824","BP","GO:0071824","protein-DNA complex subunit organization","7/280","94/18057",0.000648545601345558,0.0190460636803318,0.0161892586200545,"321618/100332815/550353/322508/571135/562307/103911343",7
"GO:0045017","BP","GO:0045017","glycerolipid biosynthetic process","8/280","125/18057",0.000744098218659599,0.0214151467330233,0.0182029922122622,"406596/405867/799099/550276/335409/562062/767678/378727",8
"GO:0030162","BP","GO:0030162","regulation of proteolysis","11/280","224/18057",0.000775265710537523,0.0218746540679117,0.0185935759678968,"751765/368621/100005593/100006858/368917/751763/569051/492763/406650/100136840/557302",11
"GO:0009611","BP","GO:0009611","response to wounding","9/280","159/18057",0.000855810451840487,0.023682908465355,0.0201306021262884,"100006778/100329613/562007/324023/335409/558477/568593/100136840/406397",9
"GO:1990542","BP","GO:1990542","mitochondrial transmembrane transport","6/280","72/18057",0.000873783036649966,0.023724033768666,0.0201655588597271,"83908/794081/555812/791156/406436/565335",6
"GO:0089718","BP","GO:0089718","amino acid import across plasma membrane","3/280","13/18057",0.000940181275075319,0.0250540899043219,0.0212961138720764,"100002129/399488/492363",3
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","7/280","102/18057",0.00105371936819308,0.0275691303787243,0.0234339120734996,"751765/100005593/100006858/368917/751763/492763/557302",7
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","5/280","51/18057",0.00113450592396949,0.0291527504391447,0.0247799978130179,"751765/368621/751763/492763/557302",5
"GO:0009615","BP","GO:0009615","response to virus","7/280","104/18057",0.00118084752745123,0.0298112209123213,0.0253397013277623,"405770/561067/406471/406463/393939/792160/337663",7
"GO:0045732","BP","GO:0045732","positive regulation of protein catabolic process","5/280","52/18057",0.00123951567059984,0.0307528112067788,0.026140058243866,"550449/100005593/100006858/368917/790945",5
"GO:0006641","BP","GO:0006641","triglyceride metabolic process","4/280","31/18057",0.0012802258626528,0.0312244918026675,0.0265409893381366,"799099/492363/436610/378727",4
"GO:0002682","BP","GO:0002682","regulation of immune system process","14/280","356/18057",0.00139443963298013,0.0332694192084338,0.0282791888520538,"541514/570276/100005593/368917/327284/406471/558139/564874/403139/570832/792160/567444/767678/406397",14
"GO:0014070","BP","GO:0014070","response to organic cyclic compound","8/280","138/18057",0.00141306899357885,0.0332694192084338,0.0282791888520538,"405770/565656/402837/140634/406658/246226/100004700/378727",8
"GO:0006595","BP","GO:0006595","polyamine metabolic process","3/280","15/18057",0.00146178273929079,0.0332694192084338,0.0282791888520538,"114426/431716/790945",3
"GO:0070365","BP","GO:0070365","hepatocyte differentiation","3/280","15/18057",0.00146178273929079,0.0332694192084338,0.0282791888520538,"30767/335409/378727",3
"GO:0071417","BP","GO:0071417","cellular response to organonitrogen compound","8/280","139/18057",0.00147966840120901,0.0332694192084338,0.0282791888520538,"393285/799099/100149745/100536659/560202/393510/30767/378727",8
"GO:0043434","BP","GO:0043434","response to peptide hormone","6/280","80/18057",0.00151622508449998,0.0335668907168533,0.0285320412662182,"393285/799099/560202/393510/30767/378727",6
"GO:1901652","BP","GO:1901652","response to peptide","6/280","81/18057",0.00161661939359011,0.0348008825469672,0.0295809410918225,"393285/799099/560202/393510/30767/378727",6
"GO:1901699","BP","GO:1901699","cellular response to nitrogen compound","8/280","141/18057",0.00162033296083864,0.0348008825469672,0.0295809410918225,"393285/799099/100149745/100536659/560202/393510/30767/378727",8
"GO:0006509","BP","GO:0006509","membrane protein ectodomain proteolysis","3/280","16/18057",0.001778599309695,0.0364100317887575,0.030948726775565,"100005593/368917/406650",3
"GO:0009409","BP","GO:0009409","response to cold","3/280","16/18057",0.001778599309695,0.0364100317887575,0.030948726775565,"83908/794081/555812",3
"GO:0061026","BP","GO:0061026","cardiac muscle tissue regeneration","3/280","16/18057",0.001778599309695,0.0364100317887575,0.030948726775565,"394198/353314/30767",3
"GO:0043280","BP","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","4/280","34/18057",0.00181945032390517,0.0364100317887575,0.030948726775565,"751765/751763/492763/557302",4
"GO:0042176","BP","GO:0042176","regulation of protein catabolic process","6/280","83/18057",0.00183248753706232,0.0364100317887575,0.030948726775565,"550449/100005593/100006858/368917/406650/790945",6
"GO:0007229","BP","GO:0007229","integrin-mediated signaling pathway","5/280","57/18057",0.00187541041592991,0.0364100317887575,0.030948726775565,"541320/368917/100332544/797491/335269",5
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","7/280","113/18057",0.00190869658584552,0.0364100317887575,0.030948726775565,"571368/541514/100005593/368917/327284/564874/558477",7
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","6/280","84/18057",0.00194827828195575,0.0364100317887575,0.030948726775565,"541514/327284/558139/564874/567444/767678",6
"GO:1903825","BP","GO:1903825","organic acid transmembrane transport","6/280","84/18057",0.00194827828195575,0.0364100317887575,0.030948726775565,"368885/791156/100002129/399488/492363/565335",6
"GO:1905039","BP","GO:1905039","carboxylic acid transmembrane transport","6/280","84/18057",0.00194827828195575,0.0364100317887575,0.030948726775565,"368885/791156/100002129/399488/492363/565335",6
"GO:2001056","BP","GO:2001056","positive regulation of cysteine-type endopeptidase activity","4/280","35/18057",0.00202946431814247,0.0374410147923976,0.0318250679849062,"751765/751763/492763/557302",4
"GO:0044092","BP","GO:0044092","negative regulation of molecular function","10/280","216/18057",0.00206031729885933,0.0375290707982099,0.0318999160729453,"407723/368621/569051/403010/406463/406650/567444/386643/100136840/790945",10
"GO:0006919","BP","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","3/280","17/18057",0.00213511610440295,0.038405400927948,0.032644801491003,"751765/492763/557302",3
"GO:0010675","BP","GO:0010675","regulation of cellular carbohydrate metabolic process","4/280","36/18057",0.00225564931419023,0.0399825966971877,0.0339854265477723,"794083/393971/100001260/564348",4
"GO:0044282","BP","GO:0044282","small molecule catabolic process","10/280","219/18057",0.00227836895703224,0.0399825966971877,0.0339854265477723,"402979/322614/799099/100333321/556445/378968/100537991/321621/100004700/378727",10
"GO:0015748","BP","GO:0015748","organophosphate ester transport","6/280","88/18057",0.00246758438956173,0.0426599756583768,0.0362612133535963,"558924/393909/406436/678537/378855/406541",6
"GO:0052547","BP","GO:0052547","regulation of peptidase activity","8/280","151/18057",0.00249022790500601,0.0426599756583768,0.0362612133535963,"751765/368621/751763/569051/492763/406650/100136840/557302",8
"GO:0010906","BP","GO:0010906","regulation of glucose metabolic process","3/280","18/18057",0.00253296434170802,0.0428815963260922,0.0364495921370244,"794083/393971/564348",3
"GO:0051093","BP","GO:0051093","negative regulation of developmental process","9/280","187/18057",0.00262635888026444,0.0439457026593084,0.0373540883582286,"565508/406463/353314/335409/558477/767678/100136840/406397/100332237",9
"GO:0006109","BP","GO:0006109","regulation of carbohydrate metabolic process","4/280","38/18057",0.002758974390156,0.0446772863783448,0.0379759385330724,"794083/393971/100001260/564348",4
"GO:0010950","BP","GO:0010950","positive regulation of endopeptidase activity","4/280","38/18057",0.002758974390156,0.0446772863783448,0.0379759385330724,"751765/751763/492763/557302",4
"GO:0009063","BP","GO:0009063","amino acid catabolic process","6/280","90/18057",0.00276322341047442,0.0446772863783448,0.0379759385330724,"322614/100333321/556445/378968/100537991/321621",6
"GO:0046425","BP","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","3/280","19/18057",0.0029736707522568,0.0470232111263465,0.0399699874392412,"560202/562062/767678",3
"GO:1904892","BP","GO:1904892","regulation of receptor signaling pathway via STAT","3/280","19/18057",0.0029736707522568,0.0470232111263465,0.0399699874392412,"560202/562062/767678",3
"GO:0000786","CC","GO:0000786","nucleosome","10/283","69/18405",9.63578567297227e-08,1.41646049392692e-05,1.3185811973541e-05,"449794/321618/541335/100332815/550353/322508/571135/562307/103911343/794406",10
"GO:0044815","CC","GO:0044815","DNA packaging complex","11/283","97/18405",2.88577056152632e-07,2.12104136272184e-05,1.97447459472853e-05,"449794/321618/541335/100332815/503753/550353/322508/571135/562307/103911343/794406",11
"GO:0032993","CC","GO:0032993","protein-DNA complex","11/283","105/18405",6.48407836983738e-07,3.17719840122032e-05,2.95764978273284e-05,"449794/321618/541335/100332815/503753/550353/322508/571135/562307/103911343/794406",11
"GO:0031492","MF","GO:0031492","nucleosomal DNA binding","7/272","24/17701",5.18388671168852e-08,1.90248642318969e-05,1.67521391630355e-05,"321618/100332815/550353/322508/571135/562307/103911343",7
"GO:0046943","MF","GO:0046943","carboxylic acid transmembrane transporter activity","12/272","141/17701",1.86766067165428e-06,0.000276028610118278,0.000243054017800979,"494042/445158/368885/791156/100002129/795588/791185/399488/492363/561766/565335/503709",12
"GO:0005342","MF","GO:0005342","organic acid transmembrane transporter activity","12/272","144/17701",2.33234435191659e-06,0.000276028610118278,0.000243054017800979,"494042/445158/368885/791156/100002129/795588/791185/399488/492363/561766/565335/503709",12
"GO:0031490","MF","GO:0031490","chromatin DNA binding","8/272","60/17701",3.59390819838246e-06,0.000276028610118278,0.000243054017800979,"100002292/321618/100332815/550353/322508/571135/562307/103911343",8
"GO:0031491","MF","GO:0031491","nucleosome binding","7/272","43/17701",3.76060776727899e-06,0.000276028610118278,0.000243054017800979,"321618/100332815/550353/322508/571135/562307/103911343",7
"GO:0008514","MF","GO:0008514","organic anion transmembrane transporter activity","13/272","196/17701",1.10632978412408e-05,0.000676705051289227,0.000595865339870336,"494042/445158/368885/791156/100002129/795588/791185/399488/492363/561766/565335/406541/503709",13
"GO:0015171","MF","GO:0015171","amino acid transmembrane transporter activity","8/272","84/17701",4.45648499541824e-05,0.00233647141902642,0.00205735472720812,"494042/368885/791156/100002129/399488/492363/565335/503709",8
"GO:0015179","MF","GO:0015179","L-amino acid transmembrane transporter activity","7/272","69/17701",8.96130145944141e-05,0.00411099704451875,0.0036198941421691,"494042/368885/791156/100002129/399488/492363/565335",7
"GO:0019955","MF","GO:0019955","cytokine binding","6/272","58/17701",0.000258084561041524,0.00974743125271454,0.00858299553874477,"795785/100006778/406471/560202/565104/503594",6
"GO:0046935","MF","GO:0046935","1-phosphatidylinositol-3-kinase regulator activity","4/272","21/17701",0.000265597581817835,0.00974743125271454,0.00858299553874477,"406596/335409/562062/767678",4
"GO:0035014","MF","GO:0035014","phosphatidylinositol 3-kinase regulator activity","4/272","23/17701",0.000383574765147959,0.0127974489826637,0.0112686557799448,"406596/335409/562062/767678",4
"GO:0015291","MF","GO:0015291","secondary active transmembrane transporter activity","11/272","230/17701",0.000892135265867898,0.0272844702144599,0.0240250461948636,"393654/368885/100002129/101886448/565439/566075/791185/100150452/393510/567667/406458",11
"GO:0004896","MF","GO:0004896","cytokine receptor activity","6/272","77/17701",0.00118602083236383,0.0334822804213482,0.0294824611769795,"100006778/560202/565104/100135062/503594/799475",6
"GO:0015293","MF","GO:0015293","symporter activity","8/272","141/17701",0.00152864884133902,0.0397440574308431,0.0349962014377422,"393654/368885/100002129/565439/100150452/393510/567667/406458",8
"GO:0019203","MF","GO:0019203","carbohydrate phosphatase activity","3/272","16/17701",0.00173271095066346,0.0397440574308431,0.0349962014377422,"445118/554477/386663",3
"GO:0050308","MF","GO:0050308","sugar-phosphatase activity","3/272","16/17701",0.00173271095066346,0.0397440574308431,0.0349962014377422,"445118/554477/386663",3
"GO:0022804","MF","GO:0022804","active transmembrane transporter activity","14/272","379/17701",0.00228187988818005,0.0492617599389458,0.043376911806271,"558924/393654/368885/100002129/101886448/565439/566075/791185/100150452/393510/567667/100002917/566555/406458",14
